Statistik från Skolverket, https://www.skolverket.se

Grundskola - Betyg årskurs 6, andel som fått godkänt betyg (A-E), samtliga elever
Valt läsår: 2022/23

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Antal ämnesbetyg (genomsnitt);Andel (%) elever som fått godkänt betyg i alla ämnen;Andel (%) elever som ej fått godkänt betyg i ett ämne;Andel (%) elever som ej fått godkänt betyg i fler, alternativt alla ämnen;
Ale;1440;Västra Götalands län;14;Samtliga;481;17,0;75,9;10,8;13,3;
Ale;1440;Västra Götalands län;14;Kommunal;457;17,0;74,6;11,4;14,0;
Ale;1440;Västra Götalands län;14;Enskild;24;16,9;100,0;.;.;
Alingsås;1489;Västra Götalands län;14;Samtliga;582;16,1;74,2;9,3;16,5;
Alingsås;1489;Västra Götalands län;14;Kommunal;486;16,1;71,4;10,7;17,9;
Alingsås;1489;Västra Götalands län;14;Enskild;96;16,5;88,5;..;..;
Alvesta;0764;Kronobergs län;07;Samtliga;251;16,9;61,0;12,0;27,1;
Alvesta;0764;Kronobergs län;07;Kommunal;243;16,9;60,9;12,3;26,7;
Alvesta;0764;Kronobergs län;07;Enskild;..;..;..;.;..;
Aneby;0604;Jönköpings län;06;Samtliga;81;12,0;53,1;16,0;30,9;
Aneby;0604;Jönköpings län;06;Kommunal;77;11,8;55,8;15,6;28,6;
Aneby;0604;Jönköpings län;06;Enskild;..;..;.;..;..;
Arboga;1984;Västmanlands län;19;Samtliga;159;15,9;56,6;18,9;24,5;
Arboga;1984;Västmanlands län;19;Kommunal;156;15,9;56,4;18,6;25,0;
Arboga;1984;Västmanlands län;19;Enskild;..;..;..;..;.;
Arjeplog;2506;Norrbottens län;25;Samtliga;26;16,8;~100;..;..;
Arjeplog;2506;Norrbottens län;25;Kommunal;26;16,8;~100;..;..;
Arvidsjaur;2505;Norrbottens län;25;Samtliga;66;15,8;77,3;..;..;
Arvidsjaur;2505;Norrbottens län;25;Kommunal;66;15,8;77,3;..;..;
Arvika;1784;Värmlands län;17;Samtliga;272;16,9;67,3;14,7;18,0;
Arvika;1784;Värmlands län;17;Kommunal;272;16,9;67,3;14,7;18,0;
Askersund;1882;Örebro län;18;Samtliga;119;16,7;73,9;10,9;15,1;
Askersund;1882;Örebro län;18;Kommunal;119;16,7;73,9;10,9;15,1;
Avesta;2084;Dalarnas län;20;Samtliga;273;17,0;57,1;16,1;26,7;
Avesta;2084;Dalarnas län;20;Kommunal;253;17,1;56,1;16,6;27,3;
Avesta;2084;Dalarnas län;20;Enskild;20;15,8;70,0;..;..;
Bengtsfors;1460;Västra Götalands län;14;Samtliga;90;12,9;60,0;20,0;20,0;
Bengtsfors;1460;Västra Götalands län;14;Kommunal;90;12,9;60,0;20,0;20,0;
Berg;2326;Jämtlands län;23;Samtliga;74;16,9;68,9;14,9;16,2;
Berg;2326;Jämtlands län;23;Kommunal;69;16,9;66,7;15,9;17,4;
Berg;2326;Jämtlands län;23;Enskild;..;..;..;.;.;
Bjurholm;2403;Västerbottens län;24;Samtliga;28;16,8;60,7;..;..;
Bjurholm;2403;Västerbottens län;24;Kommunal;28;16,8;60,7;..;..;
Bjuv;1260;Skåne län;12;Samtliga;172;16,9;44,2;11,6;44,2;
Bjuv;1260;Skåne län;12;Kommunal;172;16,9;44,2;11,6;44,2;
Boden;2582;Norrbottens län;25;Samtliga;283;16,6;73,9;9,2;17,0;
Boden;2582;Norrbottens län;25;Kommunal;220;16,8;70,9;10,0;19,1;
Boden;2582;Norrbottens län;25;Enskild;63;16,0;84,1;..;..;
Bollebygd;1443;Västra Götalands län;14;Samtliga;131;16,9;74,8;7,6;17,6;
Bollebygd;1443;Västra Götalands län;14;Kommunal;109;16,9;72,5;..;..;
Bollebygd;1443;Västra Götalands län;14;Enskild;22;17,0;~100;..;..;
Bollnäs;2183;Gävleborgs län;21;Samtliga;331;16,9;70,4;10,3;19,3;
Bollnäs;2183;Gävleborgs län;21;Kommunal;295;17,0;70,2;10,2;19,7;
Bollnäs;2183;Gävleborgs län;21;Enskild;36;16,6;72,2;..;..;
Borgholm;0885;Kalmar län;08;Samtliga;85;16,9;64,7;11,8;23,5;
Borgholm;0885;Kalmar län;08;Kommunal;85;16,9;64,7;11,8;23,5;
Borlänge;2081;Dalarnas län;20;Samtliga;635;16,5;58,4;13,9;27,7;
Borlänge;2081;Dalarnas län;20;Kommunal;570;16,4;58,8;13,7;27,5;
Borlänge;2081;Dalarnas län;20;Enskild;65;17,0;55,4;15,4;29,2;
Borås;1490;Västra Götalands län;14;Samtliga;1 445;17,0;70,9;10,4;18,8;
Borås;1490;Västra Götalands län;14;Kommunal;1 183;17,0;69,7;9,9;20,4;
Borås;1490;Västra Götalands län;14;Enskild;262;16,9;76,0;12,6;11,5;
Botkyrka;0127;Stockholms län;01;Samtliga;1 164;16,4;62,2;12,6;25,2;
Botkyrka;0127;Stockholms län;01;Kommunal;958;16,5;61,0;12,5;26,5;
Botkyrka;0127;Stockholms län;01;Enskild;206;16,0;68,0;13,1;18,9;
Boxholm;0560;Östergötlands län;05;Samtliga;61;12,0;82,0;..;..;
Boxholm;0560;Östergötlands län;05;Kommunal;61;12,0;82,0;..;..;
Bromölla;1272;Skåne län;12;Samtliga;160;17,0;66,3;15,0;18,8;
Bromölla;1272;Skåne län;12;Kommunal;160;17,0;66,3;15,0;18,8;
Bräcke;2305;Jämtlands län;23;Samtliga;65;14,6;60,0;..;..;
Bräcke;2305;Jämtlands län;23;Kommunal;65;14,6;60,0;..;..;
Burlöv;1231;Skåne län;12;Samtliga;226;17,2;69,0;10,2;20,8;
Burlöv;1231;Skåne län;12;Kommunal;226;17,2;69,0;10,2;20,8;
Båstad;1278;Skåne län;12;Samtliga;165;16,5;73,9;8,5;17,6;
Båstad;1278;Skåne län;12;Kommunal;148;17,1;71,6;9,5;18,9;
Båstad;1278;Skåne län;12;Enskild;17;12,1;~100;.;..;
Dals-Ed;1438;Västra Götalands län;14;Samtliga;59;16,8;54,2;..;..;
Dals-Ed;1438;Västra Götalands län;14;Kommunal;59;16,8;54,2;..;..;
Danderyd;0162;Stockholms län;01;Samtliga;481;17,0;92,5;2,1;5,4;
Danderyd;0162;Stockholms län;01;Kommunal;444;17,0;92,1;2,3;5,6;
Danderyd;0162;Stockholms län;01;Enskild;37;17,1;~100;.;..;
Degerfors;1862;Örebro län;18;Samtliga;98;17,0;58,2;18,4;23,5;
Degerfors;1862;Örebro län;18;Kommunal;98;17,0;58,2;18,4;23,5;
Dorotea;2425;Västerbottens län;24;Samtliga;26;16,8;73,1;..;..;
Dorotea;2425;Västerbottens län;24;Kommunal;26;16,8;73,1;..;..;
Eda;1730;Värmlands län;17;Samtliga;87;16,7;52,9;..;..;
Eda;1730;Värmlands län;17;Kommunal;87;16,7;52,9;..;..;
Ekerö;0125;Stockholms län;01;Samtliga;418;16,3;81,8;7,9;10,3;
Ekerö;0125;Stockholms län;01;Kommunal;387;16,4;80,9;8,0;11,1;
Ekerö;0125;Stockholms län;01;Enskild;31;15,0;~100;..;.;
Eksjö;0686;Jönköpings län;06;Samtliga;199;16,9;72,9;8,5;18,6;
Eksjö;0686;Jönköpings län;06;Kommunal;197;17,0;73,6;8,6;17,8;
Eksjö;0686;Jönköpings län;06;Enskild;..;..;.;.;..;
Emmaboda;0862;Kalmar län;08;Samtliga;82;17,0;72,0;12,2;15,9;
Emmaboda;0862;Kalmar län;08;Kommunal;82;17,0;72,0;12,2;15,9;
Enköping;0381;Uppsala län;03;Samtliga;578;17,0;69,4;12,8;17,8;
Enköping;0381;Uppsala län;03;Kommunal;432;16,9;68,3;13,7;18,1;
Enköping;0381;Uppsala län;03;Enskild;146;17,1;72,6;10,3;17,1;
Eskilstuna;0484;Södermanlands län;04;Samtliga;1 354;17,0;64,5;11,3;24,2;
Eskilstuna;0484;Södermanlands län;04;Kommunal;1 122;17,0;64,9;9,9;25,2;
Eskilstuna;0484;Södermanlands län;04;Enskild;232;17,3;62,5;18,1;19,4;
Eslöv;1285;Skåne län;12;Samtliga;436;16,6;67,2;13,1;19,7;
Eslöv;1285;Skåne län;12;Kommunal;426;16,7;66,4;13,4;20,2;
Eslöv;1285;Skåne län;12;Enskild;10;12,1;100,0;.;.;
Essunga;1445;Västra Götalands län;14;Samtliga;79;16,6;54,4;..;..;
Essunga;1445;Västra Götalands län;14;Kommunal;79;16,6;54,4;..;..;
Fagersta;1982;Västmanlands län;19;Samtliga;167;15,5;66,5;10,2;23,4;
Fagersta;1982;Västmanlands län;19;Kommunal;145;15,3;68,3;9,0;22,8;
Fagersta;1982;Västmanlands län;19;Enskild;22;17,0;54,5;..;..;
Falkenberg;1382;Hallands län;13;Samtliga;578;16,9;71,8;11,6;16,6;
Falkenberg;1382;Hallands län;13;Kommunal;508;16,9;68,7;12,8;18,5;
Falkenberg;1382;Hallands län;13;Enskild;70;17,1;~100;..;..;
Falköping;1499;Västra Götalands län;14;Samtliga;407;16,5;61,4;9,3;29,2;
Falköping;1499;Västra Götalands län;14;Kommunal;385;16,6;61,8;9,6;28,6;
Falköping;1499;Västra Götalands län;14;Enskild;22;15,0;54,5;..;..;
Falun;2080;Dalarnas län;20;Samtliga;735;17,0;74,1;9,8;16,1;
Falun;2080;Dalarnas län;20;Kommunal;570;17,0;74,2;10,9;14,9;
Falun;2080;Dalarnas län;20;Enskild;165;17,1;73,9;6,1;20,0;
Filipstad;1782;Värmlands län;17;Samtliga;110;17,0;70,0;11,8;18,2;
Filipstad;1782;Värmlands län;17;Kommunal;102;17,0;70,6;10,8;18,6;
Filipstad;1782;Värmlands län;17;Enskild;..;..;..;..;..;
Finspång;0562;Östergötlands län;05;Samtliga;241;17,0;68,5;13,7;17,8;
Finspång;0562;Östergötlands län;05;Kommunal;238;17,0;68,1;13,9;18,1;
Finspång;0562;Östergötlands län;05;Enskild;..;..;..;.;.;
Flen;0482;Södermanlands län;04;Samtliga;174;16,9;53,4;12,1;34,5;
Flen;0482;Södermanlands län;04;Kommunal;113;17,1;50,4;10,6;38,9;
Flen;0482;Södermanlands län;04;Enskild;61;16,4;59,0;..;..;
Forshaga;1763;Värmlands län;17;Samtliga;130;16,5;73,1;..;..;
Forshaga;1763;Värmlands län;17;Kommunal;130;16,5;73,1;..;..;
Färgelanda;1439;Västra Götalands län;14;Samtliga;64;16,9;51,6;..;..;
Färgelanda;1439;Västra Götalands län;14;Kommunal;53;16,9;45,3;..;..;
Färgelanda;1439;Västra Götalands län;14;Enskild;11;16,7;..;.;..;
Gagnef;2026;Dalarnas län;20;Samtliga;136;16,8;69,9;11,8;18,4;
Gagnef;2026;Dalarnas län;20;Kommunal;136;16,8;69,9;11,8;18,4;
Gislaved;0662;Jönköpings län;06;Samtliga;358;17,0;64,2;10,9;24,9;
Gislaved;0662;Jönköpings län;06;Kommunal;347;17,0;64,0;10,7;25,4;
Gislaved;0662;Jönköpings län;06;Enskild;11;16,8;..;..;..;
Gnesta;0461;Södermanlands län;04;Samtliga;144;16,9;72,2;..;..;
Gnesta;0461;Södermanlands län;04;Kommunal;144;16,9;72,2;..;..;
Gnosjö;0617;Jönköpings län;06;Samtliga;99;17,2;70,7;11,1;18,2;
Gnosjö;0617;Jönköpings län;06;Kommunal;99;17,2;70,7;11,1;18,2;
Gotland;0980;Gotlands län;09;Samtliga;684;16,2;75,9;7,9;16,2;
Gotland;0980;Gotlands län;09;Kommunal;596;16,3;74,0;8,2;17,8;
Gotland;0980;Gotlands län;09;Enskild;88;15,3;88,6;..;..;
Grums;1764;Värmlands län;17;Samtliga;80;16,8;48,8;16,3;35,0;
Grums;1764;Värmlands län;17;Kommunal;69;16,8;47,8;14,5;37,7;
Grums;1764;Värmlands län;17;Enskild;11;16,5;..;..;..;
Grästorp;1444;Västra Götalands län;14;Samtliga;66;16,7;69,7;..;..;
Grästorp;1444;Västra Götalands län;14;Kommunal;66;16,7;69,7;..;..;
Gullspång;1447;Västra Götalands län;14;Samtliga;45;16,9;60,0;..;..;
Gullspång;1447;Västra Götalands län;14;Kommunal;45;16,9;60,0;..;..;
Gällivare;2523;Norrbottens län;25;Statlig;..;..;..;..;..;
Gällivare;2523;Norrbottens län;25;Samtliga;153;15,2;60,1;12,4;27,5;
Gällivare;2523;Norrbottens län;25;Kommunal;125;15,9;58,4;12,0;29,6;
Gällivare;2523;Norrbottens län;25;Enskild;24;11,7;66,7;..;..;
Gävle;2180;Gävleborgs län;21;Samtliga;1 239;16,8;68,3;11,5;20,2;
Gävle;2180;Gävleborgs län;21;Kommunal;842;16,7;70,9;10,1;19,0;
Gävle;2180;Gävleborgs län;21;Enskild;397;16,9;62,7;14,6;22,7;
Göteborg;1480;Västra Götalands län;14;Samtliga;6 326;15,8;67,9;10,8;21,3;
Göteborg;1480;Västra Götalands län;14;Kommunal;4 815;16,0;66,2;11,2;22,6;
Göteborg;1480;Västra Götalands län;14;Enskild;1 511;15,2;73,1;9,9;17,0;
Götene;1471;Västra Götalands län;14;Samtliga;165;16,9;67,9;14,5;17,6;
Götene;1471;Västra Götalands län;14;Kommunal;165;16,9;67,9;14,5;17,6;
Habo;0643;Jönköpings län;06;Samtliga;212;16,9;71,7;8,0;20,3;
Habo;0643;Jönköpings län;06;Kommunal;212;16,9;71,7;8,0;20,3;
Hagfors;1783;Värmlands län;17;Samtliga;119;16,7;54,6;14,3;31,1;
Hagfors;1783;Värmlands län;17;Kommunal;119;16,7;54,6;14,3;31,1;
Hallsberg;1861;Örebro län;18;Samtliga;204;16,9;72,5;14,2;13,2;
Hallsberg;1861;Örebro län;18;Kommunal;204;16,9;72,5;14,2;13,2;
Hallstahammar;1961;Västmanlands län;19;Samtliga;214;17,0;63,6;14,5;22,0;
Hallstahammar;1961;Västmanlands län;19;Kommunal;214;17,0;63,6;14,5;22,0;
Halmstad;1380;Hallands län;13;Samtliga;1 364;16,6;66,0;10,9;23,2;
Halmstad;1380;Hallands län;13;Kommunal;1 195;16,8;63,1;11,4;25,5;
Halmstad;1380;Hallands län;13;Enskild;169;15,3;86,4;7,1;6,5;
Hammarö;1761;Värmlands län;17;Samtliga;259;17,0;88,8;4,6;6,6;
Hammarö;1761;Värmlands län;17;Kommunal;259;17,0;88,8;4,6;6,6;
Haninge;0136;Stockholms län;01;Samtliga;1 011;16,0;64,9;13,6;21,6;
Haninge;0136;Stockholms län;01;Kommunal;785;16,5;63,7;12,7;23,6;
Haninge;0136;Stockholms län;01;Enskild;226;14,1;69,0;16,4;14,6;
Haparanda;2583;Norrbottens län;25;Samtliga;126;16,6;68,3;10,3;21,4;
Haparanda;2583;Norrbottens län;25;Kommunal;110;16,6;68,2;10,0;21,8;
Haparanda;2583;Norrbottens län;25;Enskild;16;16,4;68,8;..;..;
Heby;0331;Uppsala län;03;Samtliga;163;16,9;71,2;13,5;15,3;
Heby;0331;Uppsala län;03;Kommunal;159;16,9;71,1;13,2;15,7;
Heby;0331;Uppsala län;03;Enskild;..;..;..;..;.;
Hedemora;2083;Dalarnas län;20;Samtliga;180;16,4;62,8;15,6;21,7;
Hedemora;2083;Dalarnas län;20;Kommunal;147;16,3;59,9;17,7;22,4;
Hedemora;2083;Dalarnas län;20;Enskild;33;16,8;75,8;..;..;
Helsingborg;1283;Skåne län;12;Samtliga;1 858;16,6;66,3;12,1;21,6;
Helsingborg;1283;Skåne län;12;Kommunal;1 263;16,8;65,6;11,6;22,7;
Helsingborg;1283;Skåne län;12;Enskild;595;16,1;67,7;12,9;19,3;
Herrljunga;1466;Västra Götalands län;14;Samtliga;108;15,9;65,7;13,9;20,4;
Herrljunga;1466;Västra Götalands län;14;Kommunal;108;15,9;65,7;13,9;20,4;
Hjo;1497;Västra Götalands län;14;Samtliga;105;17,0;75,2;..;..;
Hjo;1497;Västra Götalands län;14;Kommunal;105;17,0;75,2;..;..;
Hofors;2104;Gävleborgs län;21;Samtliga;113;17,0;78,8;..;..;
Hofors;2104;Gävleborgs län;21;Kommunal;113;17,0;78,8;..;..;
Huddinge;0126;Stockholms län;01;Samtliga;1 559;16,7;75,1;8,8;16,1;
Huddinge;0126;Stockholms län;01;Kommunal;1 181;16,6;74,9;9,1;16,0;
Huddinge;0126;Stockholms län;01;Enskild;378;17,1;75,7;7,9;16,4;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;463;16,8;76,2;10,4;13,4;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;403;17,0;77,4;9,2;13,4;
Hudiksvall;2184;Gävleborgs län;21;Enskild;60;15,8;68,3;..;..;
Hultsfred;0860;Kalmar län;08;Samtliga;180;17,0;66,7;11,1;22,2;
Hultsfred;0860;Kalmar län;08;Kommunal;153;17,0;66,0;11,8;22,2;
Hultsfred;0860;Kalmar län;08;Enskild;27;17,1;70,4;..;..;
Hylte;1315;Hallands län;13;Samtliga;127;16,5;70,1;8,7;21,3;
Hylte;1315;Hallands län;13;Kommunal;120;16,9;68,3;9,2;22,5;
Hylte;1315;Hallands län;13;Enskild;..;..;..;.;.;
Håbo;0305;Uppsala län;03;Samtliga;327;16,9;74,9;8,0;17,1;
Håbo;0305;Uppsala län;03;Kommunal;252;16,9;67,5;10,3;22,2;
Håbo;0305;Uppsala län;03;Enskild;75;17,0;100,0;.;.;
Hällefors;1863;Örebro län;18;Samtliga;64;16,7;57,8;..;..;
Hällefors;1863;Örebro län;18;Kommunal;64;16,7;57,8;..;..;
Härjedalen;2361;Jämtlands län;23;Samtliga;101;16,9;73,3;10,9;15,8;
Härjedalen;2361;Jämtlands län;23;Kommunal;101;16,9;73,3;10,9;15,8;
Härnösand;2280;Västernorrlands län;22;Samtliga;315;17,0;68,9;11,7;19,4;
Härnösand;2280;Västernorrlands län;22;Kommunal;292;17,0;68,2;12,0;19,9;
Härnösand;2280;Västernorrlands län;22;Enskild;23;17,1;78,3;..;..;
Härryda;1401;Västra Götalands län;14;Samtliga;700;13,8;76,7;11,4;11,9;
Härryda;1401;Västra Götalands län;14;Kommunal;622;14,1;75,2;11,9;12,9;
Härryda;1401;Västra Götalands län;14;Enskild;78;11,1;88,5;..;..;
Hässleholm;1293;Skåne län;12;Samtliga;629;16,9;63,6;15,7;20,7;
Hässleholm;1293;Skåne län;12;Kommunal;510;17,0;60,8;16,1;23,1;
Hässleholm;1293;Skåne län;12;Enskild;119;16,6;75,6;14,3;10,1;
Höganäs;1284;Skåne län;12;Samtliga;347;16,9;81,0;5,5;13,5;
Höganäs;1284;Skåne län;12;Kommunal;331;16,9;80,7;5,1;14,2;
Höganäs;1284;Skåne län;12;Enskild;16;16,9;~100;..;.;
Högsby;0821;Kalmar län;08;Samtliga;65;16,8;55,4;..;..;
Högsby;0821;Kalmar län;08;Kommunal;65;16,8;55,4;..;..;
Hörby;1266;Skåne län;12;Samtliga;191;16,0;62,3;12,6;25,1;
Hörby;1266;Skåne län;12;Kommunal;167;15,9;58,1;14,4;27,5;
Hörby;1266;Skåne län;12;Enskild;24;16,9;~100;.;..;
Höör;1267;Skåne län;12;Samtliga;222;15,2;74,8;7,7;17,6;
Höör;1267;Skåne län;12;Kommunal;184;15,0;75,0;6,0;19,0;
Höör;1267;Skåne län;12;Enskild;38;16,5;73,7;..;..;
Jokkmokk;2510;Norrbottens län;25;Statlig;..;..;..;..;..;
Jokkmokk;2510;Norrbottens län;25;Samtliga;48;15,9;75,0;..;..;
Jokkmokk;2510;Norrbottens län;25;Kommunal;32;16,7;68,8;..;..;
Jokkmokk;2510;Norrbottens län;25;Enskild;..;..;..;.;..;
Järfälla;0123;Stockholms län;01;Samtliga;946;16,7;65,8;13,2;21,0;
Järfälla;0123;Stockholms län;01;Kommunal;754;17,0;64,5;13,7;21,9;
Järfälla;0123;Stockholms län;01;Enskild;192;15,7;70,8;11,5;17,7;
