Statistik från Skolverket, https://www.skolverket.se

Grundskola - Betyg årskurs 6, andel som fått godkänt betyg (A-E), samtliga elever
Valt läsår: 2021/22

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Antal ämnesbetyg (genomsnitt);Andel (%) elever som fått godkänt betyg i alla ämnen;Andel (%) elever som ej fått godkänt betyg i ett ämne;Andel (%) elever som ej fått godkänt betyg i fler, alternativt alla ämnen;
Berg;2326;Jämtlands län;23;Kommunal;64;16,8;53,1;20,3;26,6;
Berg;2326;Jämtlands län;23;Enskild;..;..;..;.;..;
Bjurholm;2403;Västerbottens län;24;Samtliga;25;16,8;52,0;..;..;
Bjurholm;2403;Västerbottens län;24;Kommunal;25;16,8;52,0;..;..;
Bjuv;1260;Skåne län;12;Samtliga;215;16,7;46,0;16,7;37,2;
Bjuv;1260;Skåne län;12;Kommunal;215;16,7;46,0;16,7;37,2;
Boden;2582;Norrbottens län;25;Samtliga;317;15,9;77,6;9,1;13,2;
Boden;2582;Norrbottens län;25;Kommunal;249;16,0;77,5;8,4;14,1;
Boden;2582;Norrbottens län;25;Enskild;68;15,9;77,9;..;..;
Bollebygd;1443;Västra Götalands län;14;Samtliga;136;16,9;70,6;8,8;20,6;
Bollebygd;1443;Västra Götalands län;14;Kommunal;114;16,9;65,8;10,5;23,7;
Bollebygd;1443;Västra Götalands län;14;Enskild;22;17,0;~100;.;..;
Bollnäs;2183;Gävleborgs län;21;Samtliga;304;17,0;71,4;7,9;20,7;
Bollnäs;2183;Gävleborgs län;21;Kommunal;253;17,0;72,7;6,3;20,9;
Bollnäs;2183;Gävleborgs län;21;Enskild;51;16,6;64,7;..;..;
Borgholm;0885;Kalmar län;08;Samtliga;70;16,9;60,0;15,7;24,3;
Borgholm;0885;Kalmar län;08;Kommunal;70;16,9;60,0;15,7;24,3;
Borlänge;2081;Dalarnas län;20;Samtliga;611;17,1;58,3;14,6;27,2;
Borlänge;2081;Dalarnas län;20;Kommunal;549;17,0;58,1;14,4;27,5;
Borlänge;2081;Dalarnas län;20;Enskild;62;17,1;59,7;16,1;24,2;
Borås;1490;Västra Götalands län;14;Samtliga;1 366;17,0;68,4;10,3;21,3;
Borås;1490;Västra Götalands län;14;Kommunal;1 125;17,0;66,8;10,0;23,1;
Borås;1490;Västra Götalands län;14;Enskild;241;16,9;75,5;11,6;12,9;
Botkyrka;0127;Stockholms län;01;Samtliga;1 131;16,2;64,5;11,1;24,4;
Botkyrka;0127;Stockholms län;01;Kommunal;939;16,3;61,7;11,1;27,3;
Botkyrka;0127;Stockholms län;01;Enskild;192;15,8;78,6;10,9;10,4;
Boxholm;0560;Östergötlands län;05;Samtliga;54;12,0;79,6;..;..;
Boxholm;0560;Östergötlands län;05;Kommunal;54;12,0;79,6;..;..;
Bromölla;1272;Skåne län;12;Samtliga;167;17,0;61,1;9,0;29,9;
Bromölla;1272;Skåne län;12;Kommunal;167;17,0;61,1;9,0;29,9;
Bräcke;2305;Jämtlands län;23;Samtliga;63;14,5;79,4;..;..;
Bräcke;2305;Jämtlands län;23;Kommunal;63;14,5;79,4;..;..;
Burlöv;1231;Skåne län;12;Samtliga;183;17,1;54,1;13,7;32,2;
Burlöv;1231;Skåne län;12;Kommunal;183;17,1;54,1;13,7;32,2;
Båstad;1278;Skåne län;12;Samtliga;181;16,0;73,5;12,7;13,8;
Båstad;1278;Skåne län;12;Kommunal;165;16,4;72,1;12,7;15,2;
Båstad;1278;Skåne län;12;Enskild;16;12,3;~100;..;.;
Dals-Ed;1438;Västra Götalands län;14;Samtliga;55;16,9;60,0;..;..;
Dals-Ed;1438;Västra Götalands län;14;Kommunal;55;16,9;60,0;..;..;
Danderyd;0162;Stockholms län;01;Samtliga;447;16,8;90,8;4,0;5,1;
Danderyd;0162;Stockholms län;01;Kommunal;411;16,8;91,0;4,1;4,9;
Danderyd;0162;Stockholms län;01;Enskild;36;17,0;~100;..;..;
Degerfors;1862;Örebro län;18;Samtliga;81;17,0;76,5;..;..;
Degerfors;1862;Örebro län;18;Kommunal;81;17,0;76,5;..;..;
Dorotea;2425;Västerbottens län;24;Samtliga;35;16,8;80,0;..;..;
Dorotea;2425;Västerbottens län;24;Kommunal;35;16,8;80,0;..;..;
Eda;1730;Värmlands län;17;Samtliga;90;16,8;55,6;12,2;32,2;
Eda;1730;Värmlands län;17;Kommunal;90;16,8;55,6;12,2;32,2;
Ekerö;0125;Stockholms län;01;Samtliga;421;16,8;86,2;5,5;8,3;
Ekerö;0125;Stockholms län;01;Kommunal;390;16,9;86,2;5,9;7,9;
Ekerö;0125;Stockholms län;01;Enskild;31;15,0;~100;.;..;
Eksjö;0686;Jönköpings län;06;Samtliga;230;16,8;69,6;14,8;15,7;
Eksjö;0686;Jönköpings län;06;Kommunal;224;17,0;70,5;15,2;14,3;
Eksjö;0686;Jönköpings län;06;Enskild;..;..;..;.;..;
Emmaboda;0862;Kalmar län;08;Samtliga;110;16,9;59,1;18,2;22,7;
Emmaboda;0862;Kalmar län;08;Kommunal;110;16,9;59,1;18,2;22,7;
Enköping;0381;Uppsala län;03;Samtliga;596;17,0;70,8;9,1;20,1;
Enköping;0381;Uppsala län;03;Kommunal;445;17,0;69,2;9,2;21,6;
Enköping;0381;Uppsala län;03;Enskild;151;17,0;75,5;8,6;15,9;
Eskilstuna;0484;Södermanlands län;04;Samtliga;1 393;17,1;67,0;12,3;20,7;
Eskilstuna;0484;Södermanlands län;04;Kommunal;1 076;17,0;66,8;11,8;21,4;
Eskilstuna;0484;Södermanlands län;04;Enskild;317;17,2;67,8;13,9;18,3;
Eslöv;1285;Skåne län;12;Samtliga;445;16,1;71,0;8,3;20,7;
Eslöv;1285;Skåne län;12;Kommunal;436;16,2;70,4;8,5;21,1;
Eslöv;1285;Skåne län;12;Enskild;..;..;..;.;.;
Essunga;1445;Västra Götalands län;14;Samtliga;71;16,8;..;..;50,7;
Essunga;1445;Västra Götalands län;14;Kommunal;71;16,8;..;..;50,7;
Fagersta;1982;Västmanlands län;19;Samtliga;172;15,9;70,3;11,6;18,0;
Fagersta;1982;Västmanlands län;19;Kommunal;149;15,7;69,1;12,8;18,1;
Fagersta;1982;Västmanlands län;19;Enskild;23;16,9;78,3;..;..;
Falkenberg;1382;Hallands län;13;Samtliga;551;16,6;74,0;8,3;17,6;
Falkenberg;1382;Hallands län;13;Kommunal;474;17,0;72,2;8,4;19,4;
Falkenberg;1382;Hallands län;13;Enskild;77;14,1;85,7;..;..;
Falköping;1499;Västra Götalands län;14;Samtliga;403;16,4;65,5;11,9;22,6;
Falköping;1499;Västra Götalands län;14;Kommunal;393;16,4;66,4;11,7;21,9;
Falköping;1499;Västra Götalands län;14;Enskild;10;15,4;..;..;..;
Falun;2080;Dalarnas län;20;Samtliga;766;17,0;77,3;8,2;14,5;
Falun;2080;Dalarnas län;20;Kommunal;579;17,0;77,5;7,9;14,5;
Falun;2080;Dalarnas län;20;Enskild;187;17,0;76,5;9,1;14,4;
Filipstad;1782;Värmlands län;17;Samtliga;109;16,4;64,2;14,7;21,1;
Filipstad;1782;Värmlands län;17;Kommunal;98;16,9;62,2;15,3;22,4;
Filipstad;1782;Värmlands län;17;Enskild;11;12,0;..;..;..;
Finspång;0562;Östergötlands län;05;Samtliga;231;17,0;66,7;12,1;21,2;
Finspång;0562;Östergötlands län;05;Kommunal;227;17,0;66,5;11,9;21,6;
Finspång;0562;Östergötlands län;05;Enskild;..;..;..;..;.;
Flen;0482;Södermanlands län;04;Samtliga;196;16,4;54,6;11,2;34,2;
Flen;0482;Södermanlands län;04;Kommunal;129;16,4;47,3;11,6;41,1;
Flen;0482;Södermanlands län;04;Enskild;67;16,3;68,7;..;..;
Forshaga;1763;Värmlands län;17;Samtliga;157;16,9;72,6;9,6;17,8;
Forshaga;1763;Värmlands län;17;Kommunal;157;16,9;72,6;9,6;17,8;
Färgelanda;1439;Västra Götalands län;14;Samtliga;77;16,9;55,8;13,0;31,2;
Färgelanda;1439;Västra Götalands län;14;Kommunal;61;16,9;50,8;..;..;
Färgelanda;1439;Västra Götalands län;14;Enskild;16;16,9;~100;..;..;
Gagnef;2026;Dalarnas län;20;Samtliga;122;16,8;78,7;12,3;9,0;
Gagnef;2026;Dalarnas län;20;Kommunal;122;16,8;78,7;12,3;9,0;
Gislaved;0662;Jönköpings län;06;Samtliga;365;17,0;63,0;12,6;24,4;
Gislaved;0662;Jönköpings län;06;Kommunal;354;17,1;63,3;12,4;24,3;
Gislaved;0662;Jönköpings län;06;Enskild;11;16,9;..;..;..;
Gnesta;0461;Södermanlands län;04;Samtliga;122;16,9;73,8;9,0;17,2;
Gnesta;0461;Södermanlands län;04;Kommunal;122;16,9;73,8;9,0;17,2;
Gnosjö;0617;Jönköpings län;06;Samtliga;113;17,0;77,0;10,6;12,4;
Gnosjö;0617;Jönköpings län;06;Kommunal;113;17,0;77,0;10,6;12,4;
Gotland;0980;Gotlands län;09;Samtliga;677;16,3;76,5;10,9;12,6;
Gotland;0980;Gotlands län;09;Kommunal;578;16,5;75,8;10,9;13,3;
Gotland;0980;Gotlands län;09;Enskild;99;15,1;80,8;..;..;
Grums;1764;Värmlands län;17;Samtliga;95;14,9;65,3;10,5;24,2;
Grums;1764;Värmlands län;17;Kommunal;87;14,8;64,4;11,5;24,1;
Grums;1764;Värmlands län;17;Enskild;..;..;..;.;..;
Grästorp;1444;Västra Götalands län;14;Samtliga;61;16,8;67,2;..;..;
Grästorp;1444;Västra Götalands län;14;Kommunal;61;16,8;67,2;..;..;
Gullspång;1447;Västra Götalands län;14;Samtliga;41;15,1;63,4;..;..;
Gullspång;1447;Västra Götalands län;14;Kommunal;41;15,1;63,4;..;..;
Gällivare;2523;Norrbottens län;25;Statlig;..;..;..;..;..;
Gällivare;2523;Norrbottens län;25;Samtliga;176;15,7;81,8;6,3;11,9;
Gällivare;2523;Norrbottens län;25;Kommunal;146;16,5;78,8;6,8;14,4;
Gällivare;2523;Norrbottens län;25;Enskild;24;11,9;~100;..;.;
Gävle;2180;Gävleborgs län;21;Samtliga;1 251;16,8;68,7;11,4;20,0;
Gävle;2180;Gävleborgs län;21;Kommunal;837;16,8;68,3;9,8;21,9;
Gävle;2180;Gävleborgs län;21;Enskild;414;17,0;69,3;14,5;16,2;
Göteborg;1480;Västra Götalands län;14;Samtliga;6 209;15,7;69,3;9,8;21,0;
Göteborg;1480;Västra Götalands län;14;Kommunal;4 697;15,9;67,2;9,8;23,1;
Göteborg;1480;Västra Götalands län;14;Enskild;1 512;15,3;75,7;9,8;14,5;
Götene;1471;Västra Götalands län;14;Samtliga;162;16,9;75,3;9,3;15,4;
Götene;1471;Västra Götalands län;14;Kommunal;162;16,9;75,3;9,3;15,4;
Habo;0643;Jönköpings län;06;Samtliga;173;16,9;82,1;8,7;9,2;
Habo;0643;Jönköpings län;06;Kommunal;173;16,9;82,1;8,7;9,2;
Hagfors;1783;Värmlands län;17;Samtliga;104;16,8;58,7;17,3;24,0;
Hagfors;1783;Värmlands län;17;Kommunal;104;16,8;58,7;17,3;24,0;
Hallsberg;1861;Örebro län;18;Samtliga;185;17,0;67,6;9,7;22,7;
Hallsberg;1861;Örebro län;18;Kommunal;185;17,0;67,6;9,7;22,7;
Hallstahammar;1961;Västmanlands län;19;Samtliga;210;17,1;75,7;9,0;15,2;
Hallstahammar;1961;Västmanlands län;19;Kommunal;210;17,1;75,7;9,0;15,2;
Halmstad;1380;Hallands län;13;Samtliga;1 212;16,7;64,2;12,5;23,3;
Halmstad;1380;Hallands län;13;Kommunal;1 018;16,8;60,6;12,9;26,5;
Halmstad;1380;Hallands län;13;Enskild;194;15,9;83,0;10,3;6,7;
Hammarö;1761;Värmlands län;17;Samtliga;233;17,0;85,8;..;..;
Hammarö;1761;Värmlands län;17;Kommunal;233;17,0;85,8;..;..;
Haninge;0136;Stockholms län;01;Samtliga;946;16,8;65,3;12,7;22,0;
Haninge;0136;Stockholms län;01;Kommunal;849;16,9;64,3;13,3;22,4;
Haninge;0136;Stockholms län;01;Enskild;97;16,5;74,2;..;..;
Haparanda;2583;Norrbottens län;25;Samtliga;127;15,8;61,4;15,0;23,6;
Haparanda;2583;Norrbottens län;25;Kommunal;116;15,8;61,2;15,5;23,3;
Haparanda;2583;Norrbottens län;25;Enskild;11;16,1;..;..;..;
Heby;0331;Uppsala län;03;Samtliga;168;16,9;67,3;13,7;19,0;
Heby;0331;Uppsala län;03;Kommunal;162;16,9;66,0;14,2;19,8;
Heby;0331;Uppsala län;03;Enskild;..;..;..;.;.;
Hedemora;2083;Dalarnas län;20;Samtliga;174;16,8;58,6;12,1;29,3;
Hedemora;2083;Dalarnas län;20;Kommunal;146;16,9;56,2;12,3;31,5;
Hedemora;2083;Dalarnas län;20;Enskild;28;16,6;71,4;..;..;
Helsingborg;1283;Skåne län;12;Samtliga;1 794;16,7;68,0;11,3;20,7;
Helsingborg;1283;Skåne län;12;Kommunal;1 257;16,9;68,3;10,5;21,2;
Helsingborg;1283;Skåne län;12;Enskild;537;16,2;67,4;13,0;19,6;
Herrljunga;1466;Västra Götalands län;14;Samtliga;97;15,6;72,2;..;..;
Herrljunga;1466;Västra Götalands län;14;Kommunal;97;15,6;72,2;..;..;
Hjo;1497;Västra Götalands län;14;Samtliga;105;16,9;78,1;10,5;11,4;
Hjo;1497;Västra Götalands län;14;Kommunal;105;16,9;78,1;10,5;11,4;
Hofors;2104;Gävleborgs län;21;Samtliga;94;16,9;58,5;14,9;26,6;
Hofors;2104;Gävleborgs län;21;Kommunal;94;16,9;58,5;14,9;26,6;
Huddinge;0126;Stockholms län;01;Samtliga;1 540;16,4;75,5;10,5;14,0;
Huddinge;0126;Stockholms län;01;Kommunal;1 110;16,5;73,6;10,5;15,9;
Huddinge;0126;Stockholms län;01;Enskild;430;16,1;80,5;10,5;9,1;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;457;16,6;71,1;11,4;17,5;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;426;17,0;70,7;11,3;18,1;
Hudiksvall;2184;Gävleborgs län;21;Enskild;31;12,0;77,4;..;..;
Hultsfred;0860;Kalmar län;08;Samtliga;145;16,9;65,5;8,3;26,2;
Hultsfred;0860;Kalmar län;08;Kommunal;119;16,9;70,6;..;..;
Hultsfred;0860;Kalmar län;08;Enskild;26;17,0;..;..;46,2;
Hylte;1315;Hallands län;13;Samtliga;154;16,6;63,0;14,3;22,7;
Hylte;1315;Hallands län;13;Kommunal;144;17,0;63,2;13,9;22,9;
Hylte;1315;Hallands län;13;Enskild;10;10,9;..;..;..;
Håbo;0305;Uppsala län;03;Samtliga;312;17,0;77,6;9,3;13,1;
Håbo;0305;Uppsala län;03;Kommunal;262;17,0;74,0;10,3;15,6;
Håbo;0305;Uppsala län;03;Enskild;50;17,0;~100;..;.;
Hällefors;1863;Örebro län;18;Samtliga;75;17,0;56,0;..;..;
Hällefors;1863;Örebro län;18;Kommunal;75;17,0;56,0;..;..;
Härjedalen;2361;Jämtlands län;23;Samtliga;92;16,9;83,7;..;..;
Härjedalen;2361;Jämtlands län;23;Kommunal;92;16,9;83,7;..;..;
Härnösand;2280;Västernorrlands län;22;Samtliga;316;16,9;70,9;10,1;19,0;
Härnösand;2280;Västernorrlands län;22;Kommunal;294;16,9;69,7;10,2;20,1;
Härnösand;2280;Västernorrlands län;22;Enskild;22;17,0;~100;..;..;
Härryda;1401;Västra Götalands län;14;Samtliga;596;13,7;78,7;8,9;12,4;
Härryda;1401;Västra Götalands län;14;Kommunal;522;13,9;76,8;9,6;13,6;
Härryda;1401;Västra Götalands län;14;Enskild;74;12,1;91,9;..;..;
Hässleholm;1293;Skåne län;12;Samtliga;656;17,0;65,9;13,0;21,2;
Hässleholm;1293;Skåne län;12;Kommunal;545;17,0;65,0;12,8;22,2;
Hässleholm;1293;Skåne län;12;Enskild;111;17,0;70,3;13,5;16,2;
Höganäs;1284;Skåne län;12;Samtliga;361;16,9;77,0;6,6;16,3;
Höganäs;1284;Skåne län;12;Kommunal;325;16,9;75,1;7,1;17,8;
Höganäs;1284;Skåne län;12;Enskild;36;16,9;~100;..;..;
Högsby;0821;Kalmar län;08;Samtliga;70;16,0;44,3;14,3;41,4;
Högsby;0821;Kalmar län;08;Kommunal;70;16,0;44,3;14,3;41,4;
Hörby;1266;Skåne län;12;Samtliga;168;16,1;73,2;7,7;19,0;
Hörby;1266;Skåne län;12;Kommunal;145;16,0;71,7;..;..;
Hörby;1266;Skåne län;12;Enskild;23;16,9;~100;..;.;
Höör;1267;Skåne län;12;Samtliga;198;16,1;69,7;9,6;20,7;
Höör;1267;Skåne län;12;Kommunal;161;15,9;68,3;9,9;21,7;
Höör;1267;Skåne län;12;Enskild;37;16,6;75,7;..;..;
Jokkmokk;2510;Norrbottens län;25;Statlig;..;..;..;..;..;
Jokkmokk;2510;Norrbottens län;25;Samtliga;46;15,9;80,4;..;..;
Jokkmokk;2510;Norrbottens län;25;Kommunal;38;16,6;84,2;..;..;
Jokkmokk;2510;Norrbottens län;25;Enskild;..;..;..;..;..;
Järfälla;0123;Stockholms län;01;Samtliga;912;16,8;73,6;10,2;16,2;
Järfälla;0123;Stockholms län;01;Kommunal;728;16,9;72,5;10,6;16,9;
Järfälla;0123;Stockholms län;01;Enskild;184;16,2;77,7;8,7;13,6;
Jönköping;0680;Jönköpings län;06;Samtliga;1 766;16,4;76,6;9,1;14,3;
Jönköping;0680;Jönköpings län;06;Kommunal;1 490;16,5;77,3;9,4;13,3;
Jönköping;0680;Jönköpings län;06;Enskild;276;15,6;72,8;7,6;19,6;
Kalix;2514;Norrbottens län;25;Samtliga;142;16,2;78,2;9,9;12,0;
Kalix;2514;Norrbottens län;25;Kommunal;126;16,1;81,7;8,7;9,5;
Kalix;2514;Norrbottens län;25;Enskild;16;16,8;..;..;..;
Kalmar;0880;Kalmar län;08;Samtliga;846;16,9;78,1;7,9;13,9;
Kalmar;0880;Kalmar län;08;Kommunal;748;16,9;78,9;8,0;13,1;
Kalmar;0880;Kalmar län;08;Enskild;98;17,0;72,4;..;..;
Karlsborg;1446;Västra Götalands län;14;Samtliga;70;15,8;85,7;..;..;
Karlsborg;1446;Västra Götalands län;14;Kommunal;52;15,9;82,7;..;..;
Karlsborg;1446;Västra Götalands län;14;Enskild;18;15,6;~100;.;..;
Karlshamn;1082;Blekinge län;10;Samtliga;371;16,9;73,9;12,7;13,5;
Karlshamn;1082;Blekinge län;10;Kommunal;347;17,0;73,8;12,4;13,8;
Karlshamn;1082;Blekinge län;10;Enskild;24;15,6;75,0;..;..;
Karlskoga;1883;Örebro län;18;Samtliga;364;17,0;64,6;14,0;21,4;
Karlskoga;1883;Örebro län;18;Kommunal;350;17,0;64,0;14,6;21,4;
Karlskoga;1883;Örebro län;18;Enskild;14;17,0;~100;.;..;
Karlskrona;1080;Blekinge län;10;Samtliga;753;16,5;77,4;6,9;15,7;
Karlskrona;1080;Blekinge län;10;Kommunal;575;16,7;72,9;8,2;19,0;
Karlskrona;1080;Blekinge län;10;Enskild;178;15,7;92,1;..;..;
Karlstad;1780;Värmlands län;17;Samtliga;1 100;17,0;77,2;9,7;13,1;
Karlstad;1780;Värmlands län;17;Kommunal;877;17,0;76,2;9,5;14,4;
Karlstad;1780;Värmlands län;17;Enskild;223;17,3;81,2;10,8;8,1;
Katrineholm;0483;Södermanlands län;04;Samtliga;402;17,0;73,4;8,5;18,2;
Katrineholm;0483;Södermanlands län;04;Kommunal;330;17,0;70,0;10,0;20,0;
Katrineholm;0483;Södermanlands län;04;Enskild;72;17,0;88,9;..;..;
Kil;1715;Värmlands län;17;Samtliga;122;16,9;78,7;8,2;13,1;
Kil;1715;Värmlands län;17;Kommunal;122;16,9;78,7;8,2;13,1;
Kinda;0513;Östergötlands län;05;Samtliga;116;17,0;74,1;..;..;
Kinda;0513;Östergötlands län;05;Kommunal;116;17,0;74,1;..;..;
Kiruna;2584;Norrbottens län;25;Statlig;..;..;..;..;..;
Kiruna;2584;Norrbottens län;25;Samtliga;247;16,4;67,6;13,8;18,6;
Kiruna;2584;Norrbottens län;25;Kommunal;205;16,3;64,4;13,7;22,0;
Kiruna;2584;Norrbottens län;25;Enskild;26;16,9;..;..;.;
Klippan;1276;Skåne län;12;Samtliga;202;17,0;65,3;14,4;20,3;
Klippan;1276;Skåne län;12;Kommunal;185;17,0;64,3;14,6;21,1;
Klippan;1276;Skåne län;12;Enskild;17;16,6;~100;..;..;
Knivsta;0330;Uppsala län;03;Samtliga;272;16,5;78,3;10,3;11,4;
Knivsta;0330;Uppsala län;03;Kommunal;245;17,0;78,8;9,8;11,4;
Knivsta;0330;Uppsala län;03;Enskild;27;11,9;74,1;..;..;
Kramfors;2282;Västernorrlands län;22;Samtliga;190;16,6;63,2;11,1;25,8;
Kramfors;2282;Västernorrlands län;22;Kommunal;180;16,6;62,2;11,1;26,7;
Kramfors;2282;Västernorrlands län;22;Enskild;10;17,0;..;..;..;
Kristianstad;1290;Skåne län;12;Samtliga;1 082;17,0;71,1;10,4;18,6;
Kristianstad;1290;Skåne län;12;Kommunal;967;17,0;71,8;10,0;18,2;
Kristianstad;1290;Skåne län;12;Enskild;115;17,2;65,2;13,0;21,7;
Kristinehamn;1781;Värmlands län;17;Samtliga;246;17,0;67,1;10,6;22,4;
Kristinehamn;1781;Värmlands län;17;Kommunal;246;17,0;67,1;10,6;22,4;
Krokom;2309;Jämtlands län;23;Samtliga;221;15,9;76,0;8,6;15,4;
Krokom;2309;Jämtlands län;23;Kommunal;221;15,9;76,0;8,6;15,4;
Kumla;1881;Örebro län;18;Samtliga;304;17,0;68,1;12,2;19,7;
Kumla;1881;Örebro län;18;Kommunal;304;17,0;68,1;12,2;19,7;
Kungsbacka;1384;Hallands län;13;Samtliga;1 305;16,1;81,4;7,0;11,6;
Kungsbacka;1384;Hallands län;13;Kommunal;1 073;16,0;80,1;7,2;12,8;
Kungsbacka;1384;Hallands län;13;Enskild;232;16,5;87,5;6,0;6,5;
Kungsör;1960;Västmanlands län;19;Samtliga;101;15,9;47,5;21,8;30,7;
Kungsör;1960;Västmanlands län;19;Kommunal;101;15,9;47,5;21,8;30,7;
Kungälv;1482;Västra Götalands län;14;Samtliga;636;15,9;80,8;9,4;9,7;
Kungälv;1482;Västra Götalands län;14;Kommunal;579;15,9;79,8;10,0;10,2;
Kungälv;1482;Västra Götalands län;14;Enskild;57;15,3;91,2;..;..;
Kävlinge;1261;Skåne län;12;Samtliga;438;17,0;81,3;7,3;11,4;
Kävlinge;1261;Skåne län;12;Kommunal;389;17,0;79,7;8,0;12,3;
Kävlinge;1261;Skåne län;12;Enskild;49;17,0;~100;..;..;
Köping;1983;Västmanlands län;19;Samtliga;300;15,3;71,0;11,3;17,7;
Köping;1983;Västmanlands län;19;Kommunal;300;15,3;71,0;11,3;17,7;
Laholm;1381;Hallands län;13;Samtliga;296;17,0;64,9;10,5;24,7;
Laholm;1381;Hallands län;13;Kommunal;285;17,0;64,2;10,9;24,9;
Laholm;1381;Hallands län;13;Enskild;11;16,9;..;.;..;
Landskrona;1282;Skåne län;12;Samtliga;578;17,0;72,1;9,9;18,0;
Landskrona;1282;Skåne län;12;Kommunal;400;17,0;70,0;10,3;19,8;
Landskrona;1282;Skåne län;12;Enskild;178;16,9;77,0;9,0;14,0;
Laxå;1860;Örebro län;18;Samtliga;74;17,0;50,0;16,2;33,8;
Laxå;1860;Örebro län;18;Kommunal;74;17,0;50,0;16,2;33,8;
Lekeberg;1814;Örebro län;18;Samtliga;97;16,9;74,2;11,3;14,4;
Lekeberg;1814;Örebro län;18;Kommunal;97;16,9;74,2;11,3;14,4;
Leksand;2029;Dalarnas län;20;Samtliga;182;16,0;74,2;12,6;13,2;
Leksand;2029;Dalarnas län;20;Kommunal;150;16,1;76,0;11,3;12,7;
Leksand;2029;Dalarnas län;20;Enskild;32;15,6;65,6;..;..;
Lerum;1441;Västra Götalands län;14;Samtliga;684;16,6;72,8;11,0;16,2;
Lerum;1441;Västra Götalands län;14;Kommunal;656;16,8;72,1;11,3;16,6;
Lerum;1441;Västra Götalands län;14;Enskild;28;12,0;~100;..;..;
Lessebo;0761;Kronobergs län;07;Samtliga;106;17,0;47,2;10,4;42,5;
Lessebo;0761;Kronobergs län;07;Kommunal;106;17,0;47,2;10,4;42,5;
Lidingö;0186;Stockholms län;01;Samtliga;646;16,2;88,5;5,0;6,5;
Lidingö;0186;Stockholms län;01;Kommunal;485;16,8;87,8;4,9;7,2;
Lidingö;0186;Stockholms län;01;Enskild;161;14,4;90,7;..;..;
Lidköping;1494;Västra Götalands län;14;Samtliga;503;16,5;74,4;10,3;15,3;
Lidköping;1494;Västra Götalands län;14;Kommunal;468;16,9;73,1;10,5;16,5;
Lidköping;1494;Västra Götalands län;14;Enskild;35;11,8;~100;..;.;
Lilla Edet;1462;Västra Götalands län;14;Samtliga;160;16,8;69,4;15,6;15,0;
