Statistik från Skolverket, https://www.skolverket.se

Gymnasieskola - Kostnader per kommun
Valt år: 2021
Endast kommunal huvudman

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Genomsnittligt elevantal;Totalt;Undervisning;Totalt per elev;Undervisning per elev;Lokaler per elev;Måltider per elev;Lärverktyg per elev;Elevhälsa per elev;Övrigt per elev;
Tierp;0360;Uppsala län;03;Kommunal;551;84394;42 860;153 200;77 800;30 800;2 000;13 400;5 320;23 900;
Timrå;2262;Västernorrlands län;22;Kommunal;357;45253;26 430;126 900;74 100;14 000;6 200;6 700;4 430;21 500;
Tingsryd;0763;Kronobergs län;07;Kommunal;238;30659;17 597;128 800;73 900;16 000;8 400;8 400;4 110;18 100;
Tjörn;1419;Västra Götalands län;14;Kommunal;0;884;.;.;.;.;.;.;.;.;
Tomelilla;1270;Skåne län;12;Kommunal;0;585;.;.;.;.;.;.;.;.;
Torsby;1737;Värmlands län;17;Kommunal;464;72852;37 569;157 200;81 100;17 900;12 600;14 300;3 970;27 300;
Torsås;0834;Kalmar län;08;Kommunal;553;61216;36 642;110 800;66 300;5 300;600;1 700;6 480;30 500;
Tranemo;1452;Västra Götalands län;14;Kommunal;326;50204;28 855;154 200;88 600;17 400;8 000;10 700;3 510;26 000;
Tranås;0687;Jönköpings län;06;Kommunal;820;95200;53 896;116 200;65 800;21 800;4 600;6 400;3 310;14 200;
Trelleborg;1287;Skåne län;12;Kommunal;1 136;139267;80 734;122 600;71 100;18 900;5 300;9 300;2 390;15 600;
Trollhättan;1488;Västra Götalands län;14;Kommunal;0;-1052;.;.;.;.;.;.;.;.;
Trosa;0488;Södermanlands län;04;Kommunal;8;1312;.;174 900;.;6 100;400;.;.;168 400;
Tyresö;0138;Stockholms län;01;Kommunal;406;69010;30 718;170 000;75 700;30 500;5 600;10 000;4 290;43 900;
Täby;0160;Stockholms län;01;Kommunal;1 335;138598;73 624;103 800;55 100;18 400;4 200;5 400;2 360;18 300;
Töreboda;1473;Västra Götalands län;14;Kommunal;35;9951;6 369;284 300;182 000;23 900;5 400;16 500;14 740;41 800;
Uddevalla;1485;Västra Götalands län;14;Kommunal;2 977;368903;202 472;123 900;68 000;19 800;4 500;6 900;2 900;21 900;
Ulricehamn;1491;Västra Götalands län;14;Kommunal;557;78073;42 894;140 300;77 100;22 600;6 200;11 100;2 500;20 800;
Umeå;2480;Västerbottens län;24;Kommunal;3 714;524793;252 574;141 300;68 000;24 200;5 400;9 500;4 640;29 600;
Upplands Väsby;0114;Stockholms län;01;Kommunal;517;69743;29 551;135 000;57 200;32 900;3 900;7 700;2 770;30 700;
Upplands-Bro;0139;Stockholms län;01;Kommunal;905;108369;60 603;119 700;67 000;14 300;6 200;15 500;2 130;14 600;
Uppsala;0380;Uppsala län;03;Kommunal;6 668;841309;407 684;126 200;61 100;28 000;5 100;6 300;3 350;22 200;
Uppvidinge;0760;Kronobergs län;07;Kommunal;25;6213;4 193;248 500;167 700;18 100;6 400;3 000;30 560;22 700;
Vadstena;0584;Östergötlands län;05;Kommunal;0;1250;.;.;.;.;.;.;.;.;
Vaggeryd;0665;Jönköpings län;06;Kommunal;346;43757;24 584;126 600;71 200;15 000;7 700;8 800;3 670;20 400;
Valdemarsvik;0563;Östergötlands län;05;Kommunal;0;1895;556;.;.;.;.;.;.;.;
Vallentuna;0115;Stockholms län;01;Kommunal;362;59561;26 394;164 800;73 000;35 100;3 600;10 300;2 270;40 500;
Vansbro;2021;Dalarnas län;20;Kommunal;132;27690;17 012;209 800;128 900;21 800;6 800;14 600;4 290;33 400;
Vara;1470;Västra Götalands län;14;Kommunal;436;76832;39 568;176 200;90 800;24 700;1 800;14 900;4 800;39 300;
Varberg;1383;Hallands län;13;Kommunal;1 802;197509;109 125;109 600;60 600;16 700;5 300;8 300;2 300;16 500;
Vaxholm;0187;Stockholms län;01;Kommunal;0;1021;.;.;.;.;.;.;.;.;
Vellinge;1233;Skåne län;12;Kommunal;790;88940;41 782;112 700;52 900;18 300;5 600;10 500;2 890;22 400;
Vetlanda;0685;Jönköpings län;06;Kommunal;1 009;130659;79 784;129 500;79 100;17 300;4 400;11 400;3 210;14 100;
Vilhelmina;2462;Västerbottens län;24;Kommunal;293;56984;34 548;194 800;118 100;32 300;9 000;17 700;3 230;14 500;
Vimmerby;0884;Kalmar län;08;Kommunal;518;70802;37 016;136 700;71 500;23 900;8 200;13 500;2 350;17 300;
Vindeln;2404;Västerbottens län;24;Kommunal;0;2885;.;.;.;.;.;.;.;.;
Vingåker;0428;Södermanlands län;04;Kommunal;0;942;281;.;.;.;.;.;.;.;
Vårgårda;1442;Västra Götalands län;14;Kommunal;337;43311;25 474;128 700;75 700;12 800;3 900;9 800;4 940;21 600;
Vänersborg;1487;Västra Götalands län;14;Kommunal;3;364;.;145 600;.;46 800;.;.;.;98 800;
Vännäs;2460;Västerbottens län;24;Kommunal;561;103651;53 747;184 900;95 900;22 200;5 300;29 000;4 630;27 800;
Värmdö;0120;Stockholms län;01;Kommunal;1 476;157190;76 348;106 500;51 700;19 600;8 800;5 200;1 560;19 600;
Värnamo;0683;Jönköpings län;06;Kommunal;1 238;141235;81 318;114 100;65 700;16 700;4 600;6 900;1 560;18 600;
Västerbergslagens Utbildningsförbund,VBU;3200;;;Kommunal;920;137867;79 983;149 900;87 000;19 200;7 000;18 500;3 740;14 500;
Västervik;0883;Kalmar län;08;Kommunal;970;125651;58 927;129 500;60 700;21 100;7 500;16 000;4 450;19 700;
Västerås;1980;Västmanlands län;19;Kommunal;4 155;517801;263 450;124 600;63 400;24 200;4 200;9 900;3 500;19 400;
Växjö;0780;Kronobergs län;07;Kommunal;3 257;410452;203 809;126 000;62 600;27 000;6 500;8 000;2 860;19 100;
Ydre;0512;Östergötlands län;05;Kommunal;0;537;.;.;.;.;.;.;.;.;
Ystad;1286;Skåne län;12;Kommunal;1 585;228808;127 916;144 400;80 700;19 300;5 100;16 300;5 760;17 300;
Åmål;1492;Västra Götalands län;14;Kommunal;833;103183;64 273;123 900;77 200;13 200;7 000;8 300;2 920;15 200;
Ånge;2260;Västernorrlands län;22;Kommunal;225;39098;23 932;173 800;106 400;18 100;7 400;17 900;3 260;20 700;
Åre;2321;Jämtlands län;23;Kommunal;0;5998;.;.;.;.;.;.;.;.;
Årjäng;1765;Värmlands län;17;Kommunal;82;14731;9 365;179 600;114 200;13 100;8 700;11 500;5 910;26 200;
Åsele;2463;Västerbottens län;24;Kommunal;0;367;.;.;.;.;.;.;.;.;
Åstorp;1277;Skåne län;12;Kommunal;80;12690;5 551;158 600;69 400;18 400;9 000;2 500;.;59 300;
Åtvidaberg;0561;Östergötlands län;05;Kommunal;240;37155;18 291;155 100;76 400;33 600;5 600;11 600;4 130;23 700;
Älmhult;0765;Kronobergs län;07;Kommunal;498;75876;44 367;152 500;89 200;17 900;8 700;11 100;4 130;21 500;
Älvdalen;2039;Dalarnas län;20;Kommunal;0;0;.;.;.;.;.;.;.;.;
Älvkarleby;0319;Uppsala län;03;Kommunal;19;4552;1 727;246 100;93 400;17 400;4 700;2 300;.;128 300;
Älvsbyn;2560;Norrbottens län;25;Kommunal;198;29376;18 540;148 400;93 600;17 400;7 600;1 100;2 750;25 900;
Ängelholm;1292;Skåne län;12;Kommunal;1 305;153262;71 243;117 400;54 600;23 700;5 800;10 400;2 710;20 300;
Öckerö;1407;Västra Götalands län;14;Kommunal;298;61518;27 936;206 800;93 900;24 000;4 800;7 300;2 860;73 800;
Ödeshög;0509;Östergötlands län;05;Kommunal;0;1680;.;.;.;.;.;.;.;.;
Örebro;1880;Örebro län;18;Kommunal;4 733;649190;369 574;137 200;78 100;31 700;5 200;5 600;4 240;12 400;
Örkelljunga;1257;Skåne län;12;Kommunal;98;22945;11 388;234 100;116 200;30 500;14 100;10 900;11 490;50 900;
Örnsköldsvik;2284;Västernorrlands län;22;Kommunal;1 735;222601;130 279;128 300;75 100;17 900;6 000;18 500;2 770;8 000;
Östersund;2380;Jämtlands län;23;Kommunal;0;6377;.;.;.;.;.;.;.;.;
Österåker;0117;Stockholms län;01;Kommunal;640;61725;38 994;96 500;61 000;14 000;5 900;6 400;.;9 300;
Östhammar;0382;Uppsala län;03;Kommunal;371;57772;32 762;155 700;88 300;22 100;6 900;8 500;3 140;26 700;
Östra Göinge;1256;Skåne län;12;Kommunal;107;18633;12 165;174 100;113 700;7 200;6 500;6 500;13 020;27 200;
Överkalix;2513;Norrbottens län;25;Kommunal;5;1610;777;357 800;172 700;27 600;900;8 900;15 110;132 700;
Övertorneå;2518;Norrbottens län;25;Kommunal;123;21406;12 210;174 700;99 700;14 200;24 700;3 700;4 930;27 500;

Rapportbeskrivning och definitioner etc.  

På grund av ekonomisk statistisk sekretess visas endast kostnader för skolor med kommunal huvudman.
 

Genomsnittligt elevantal;Medeltal av antalet elever (inkl. integrerade särskoleelever) 15 oktober redovisat år och 14 oktober året innan.;
Totalt;Den totala kostnaden i tusentals kronor för valt år.;
Undervisning;Den totala kostnaden för undervisning i tusentals kronor för valt år. I statistiken ingår kostnader för: alla läro- och timplanebundna aktiviteter, främst löner, lönekostnader för lärare/personal under tid för kompetensutveckling samt kostnader för ev. vikarier.;
Totalt per elev;Den totala kostnaden per elev för valt år. I statistiken ingår kostnader för: lokaler och inventarier, skolmåltider, elevvård, undervisning, lärverktyg, utrustning och skolbibliotek, övriga kostnader, till exempel SYV-verksamhet, skolledning och administration samt grundskolans del av kommungemensam verksamhet såsom kompetensutveckling av lärare och personal, elevassistenter och skolvärdar. I statistiken ingår inte kostnader för skolskjutsar.;
Undervisning per elev;Kostnaden för undervisning per elev för valt år. I statistiken ingår kostnader för: alla läro- och timplanebundna aktiviteter, främst löner, lönekostnader för lärare/personal under tid för kompetensutveckling samt kostnader för ev. vikarier. I statistiken ingår inte kostnader för kompetensutveckling såsom kurs- och seminarieavgifter.;
Lokaler per elev;Kostnaden för lokaler och inventarier per elev för valt år. I statistiken ingår kostnader för lokaler och inventarier, inklusive underhåll, städning och kostnader för vaktmästare avseende fastighetsskötsel. I kostnaden kan interna hyror vara självkostnadsberäknade. I statistiken ingår inte kostnader för övriga vaktmästartjänster.;
Måltider per elev;Kostnaden för skolmåltider per elev för valt år. I statistiken ingår kostnader för skolmåltids- och caféverksamhet, dvs. kostnader för personal, livsmedel, transporter, administrativa kostnader, t.ex. för kostkonsulent och intäkter från t.ex. försäljning till fristående skolor och sameskolan. I statistiken ingår inte lokalkostnader. Lokaler m.m. kan ingå för de kommuner som via entreprenad köper skolmåltider. För kommuner är kostnaden för skolmåltidsverksamheten nettoräknad så att intäkter för t.ex. försäljning har dragits från kostnaderna.;
Lärverktyg per elev;Kostnaden för lärverktyg, utrustning och skolbibliotek per elev för valt år. I statistiken ingår kostnader för: lärverktyg, dvs. skön- och facklitteratur, tidningar, tidskrifter, broschyrer och annat tryckt material samt för kopior framtagna för undervisningen. Datorer, maskiner och verktyg som används i undervisningen. Bild och ljudmedier, förbrukningsmaterial och programvara för undervisning. Kapital och servicekostnader för datorer, maskiner etc. Kostnader för resor i samband med studiebesök, kulturaktiviteter och lägerskolor. Bokinköp till skolbibliotek. Skolbibliotekarie.;
Elevhälsa per elev;Kostnaden för elevhälsa per elev för valt år. I statistiken ingår  kostnader för: skolläkare och skolsjuksköterskor, skolkuratorer och skolpsykologer, köpta tjänster, t.ex. från landsting. I statistiken ingår inte kostnader för lokaler, elevassistenter, personliga assistenter, skolvärdar och elevförsäkringar.;
Övrigt per elev;Övriga kostnader per elev för valt år. I statistiken ingår kostnader som inte redovisas inom andra kostnadsposter, t.ex. kostnader för barn- och ungdomskontoret/motsvarande och som fördelas ut på olika verksamhetsformer administration, skolledning, SYV, elevförsäkringar, elevassistenter, talpedagoger, skolvärdar och fritidspersonal, utvecklingsarbete och kompetensutvecklig t.ex. kursavgifter, konferenser etc. I statistiken ingår inte lönekostnader för vikarier under den tid ordinarie personal deltar i kompetensutveckling.;



