Statistik från Skolverket, https://www.skolverket.se

Grundskola - Betyg årskurs 6, andel som fått godkänt betyg (A-E), samtliga elever
Valt läsår: 2023/24

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Antal ämnesbetyg (genomsnitt);Andel (%) elever som fått godkänt betyg i alla ämnen;Andel (%) elever som ej fått godkänt betyg i ett ämne;Andel (%) elever som ej fått godkänt betyg i fler, alternativt alla ämnen;
Askersund;1882;Örebro län;18;Kommunal;117;16,9;69,2;10,3;20,5;
Avesta;2084;Dalarnas län;20;Samtliga;253;17,0;57,3;14,2;28,5;
Avesta;2084;Dalarnas län;20;Kommunal;233;17,1;56,7;15,0;28,3;
Avesta;2084;Dalarnas län;20;Enskild;20;15,8;65,0;..;..;
Bengtsfors;1460;Västra Götalands län;14;Samtliga;90;15,8;52,2;20,0;27,8;
Bengtsfors;1460;Västra Götalands län;14;Kommunal;90;15,8;52,2;20,0;27,8;
Berg;2326;Jämtlands län;23;Samtliga;68;17,0;55,9;20,6;23,5;
Berg;2326;Jämtlands län;23;Kommunal;60;17,0;55,0;21,7;23,3;
Berg;2326;Jämtlands län;23;Enskild;8;16,6;~100;..;..;
Bjurholm;2403;Västerbottens län;24;Samtliga;30;16,9;~100;..;.;
Bjurholm;2403;Västerbottens län;24;Kommunal;30;16,9;~100;..;.;
Bjuv;1260;Skåne län;12;Samtliga;214;16,9;50,9;15,0;34,1;
Bjuv;1260;Skåne län;12;Kommunal;214;16,9;50,9;15,0;34,1;
Boden;2582;Norrbottens län;25;Samtliga;296;16,7;72,6;10,1;17,2;
Boden;2582;Norrbottens län;25;Kommunal;231;16,8;72,3;8,7;19,0;
Boden;2582;Norrbottens län;25;Enskild;65;16,2;73,8;15,4;10,8;
Bollebygd;1443;Västra Götalands län;14;Samtliga;137;16,9;75,2;11,7;13,1;
Bollebygd;1443;Västra Götalands län;14;Kommunal;116;17,0;75,9;11,2;12,9;
Bollebygd;1443;Västra Götalands län;14;Enskild;21;16,8;71,4;..;..;
Bollnäs;2183;Gävleborgs län;21;Samtliga;295;16,9;69,2;12,9;18,0;
Bollnäs;2183;Gävleborgs län;21;Kommunal;257;17,0;69,6;11,3;19,1;
Bollnäs;2183;Gävleborgs län;21;Enskild;38;16,7;65,8;..;..;
Borgholm;0885;Kalmar län;08;Samtliga;74;17,0;77,0;13,5;9,5;
Borgholm;0885;Kalmar län;08;Kommunal;74;17,0;77,0;13,5;9,5;
Borlänge;2081;Dalarnas län;20;Samtliga;625;17,0;56,8;12,6;30,6;
Borlänge;2081;Dalarnas län;20;Kommunal;578;17,0;58,1;12,5;29,4;
Borlänge;2081;Dalarnas län;20;Enskild;47;16,7;40,4;14,9;44,7;
Borås;1490;Västra Götalands län;14;Samtliga;1 390;16,8;68,9;10,6;20,5;
Borås;1490;Västra Götalands län;14;Kommunal;1 146;16,8;67,5;10,4;22,2;
Borås;1490;Västra Götalands län;14;Enskild;244;16,7;75,8;11,5;12,7;
Botkyrka;0127;Stockholms län;01;Samtliga;1 121;16,5;54,4;13,7;31,8;
Botkyrka;0127;Stockholms län;01;Kommunal;942;16,7;52,1;13,5;34,4;
Botkyrka;0127;Stockholms län;01;Enskild;179;15,6;66,5;15,1;18,4;
Boxholm;0560;Östergötlands län;05;Samtliga;59;11,9;69,5;15,3;15,3;
Boxholm;0560;Östergötlands län;05;Kommunal;59;11,9;69,5;15,3;15,3;
Bromölla;1272;Skåne län;12;Samtliga;145;17,0;62,8;15,2;22,1;
Bromölla;1272;Skåne län;12;Kommunal;145;17,0;62,8;15,2;22,1;
Bräcke;2305;Jämtlands län;23;Samtliga;55;16,9;60,0;12,7;27,3;
Bräcke;2305;Jämtlands län;23;Kommunal;55;16,9;60,0;12,7;27,3;
Burlöv;1231;Skåne län;12;Samtliga;215;17,2;64,7;14,0;21,4;
Burlöv;1231;Skåne län;12;Kommunal;215;17,2;64,7;14,0;21,4;
Båstad;1278;Skåne län;12;Samtliga;168;16,5;69,6;12,5;17,9;
Båstad;1278;Skåne län;12;Kommunal;152;17,0;69,1;12,5;18,4;
Båstad;1278;Skåne län;12;Enskild;16;12,0;~100;..;..;
Dals-Ed;1438;Västra Götalands län;14;Samtliga;46;16,9;63,0;17,4;19,6;
Dals-Ed;1438;Västra Götalands län;14;Kommunal;46;16,9;63,0;17,4;19,6;
Danderyd;0162;Stockholms län;01;Samtliga;430;17,0;91,9;4,7;3,5;
Danderyd;0162;Stockholms län;01;Kommunal;396;17,0;91,2;5,1;3,8;
Danderyd;0162;Stockholms län;01;Enskild;34;17,1;100,0;.;.;
Degerfors;1862;Örebro län;18;Samtliga;108;17,0;56,5;20,4;23,1;
Degerfors;1862;Örebro län;18;Kommunal;108;17,0;56,5;20,4;23,1;
Dorotea;2425;Västerbottens län;24;Samtliga;29;16,6;75,9;..;..;
Dorotea;2425;Västerbottens län;24;Kommunal;29;16,6;75,9;..;..;
Eda;1730;Värmlands län;17;Samtliga;85;16,8;58,8;16,5;24,7;
Eda;1730;Värmlands län;17;Kommunal;85;16,8;58,8;16,5;24,7;
Ekerö;0125;Stockholms län;01;Samtliga;397;16,8;76,1;9,8;14,1;
Ekerö;0125;Stockholms län;01;Kommunal;365;16,9;75,9;9,6;14,5;
Ekerö;0125;Stockholms län;01;Enskild;32;14,9;78,1;..;..;
Eksjö;0686;Jönköpings län;06;Samtliga;215;16,8;69,8;12,1;18,1;
Eksjö;0686;Jönköpings län;06;Kommunal;211;16,9;71,1;12,3;16,6;
Eksjö;0686;Jönköpings län;06;Enskild;..;..;.;.;..;
Emmaboda;0862;Kalmar län;08;Samtliga;102;16,9;66,7;7,8;25,5;
Emmaboda;0862;Kalmar län;08;Kommunal;102;16,9;66,7;7,8;25,5;
Enköping;0381;Uppsala län;03;Samtliga;587;17,0;67,0;13,8;19,3;
Enköping;0381;Uppsala län;03;Kommunal;449;17,0;65,7;14,9;19,4;
Enköping;0381;Uppsala län;03;Enskild;138;16,9;71,0;10,1;18,8;
Eskilstuna;0484;Södermanlands län;04;Samtliga;1 348;17,1;62,2;13,9;23,8;
Eskilstuna;0484;Södermanlands län;04;Kommunal;1 085;17,0;62,4;13,0;24,6;
Eskilstuna;0484;Södermanlands län;04;Enskild;263;17,2;61,6;17,9;20,5;
Eslöv;1285;Skåne län;12;Samtliga;410;16,9;61,5;13,7;24,9;
Eslöv;1285;Skåne län;12;Kommunal;399;17,1;60,7;13,8;25,6;
Eslöv;1285;Skåne län;12;Enskild;11;12,0;~100;..;.;
Essunga;1445;Västra Götalands län;14;Samtliga;85;16,9;42,4;14,1;43,5;
Essunga;1445;Västra Götalands län;14;Kommunal;85;16,9;42,4;14,1;43,5;
Fagersta;1982;Västmanlands län;19;Samtliga;158;14,9;57,6;17,7;24,7;
Fagersta;1982;Västmanlands län;19;Kommunal;136;14,6;55,1;19,9;25,0;
Fagersta;1982;Västmanlands län;19;Enskild;22;17,0;72,7;..;..;
Falkenberg;1382;Hallands län;13;Samtliga;589;17,0;72,7;11,5;15,8;
Falkenberg;1382;Hallands län;13;Kommunal;498;17,0;69,5;12,9;17,7;
Falkenberg;1382;Hallands län;13;Enskild;91;17,0;90,1;..;..;
Falköping;1499;Västra Götalands län;14;Samtliga;384;16,4;59,1;15,1;25,8;
Falköping;1499;Västra Götalands län;14;Kommunal;374;16,4;59,9;15,0;25,1;
Falköping;1499;Västra Götalands län;14;Enskild;10;16,9;..;..;50,0;
Falun;2080;Dalarnas län;20;Samtliga;760;17,0;70,8;11,3;17,9;
Falun;2080;Dalarnas län;20;Kommunal;588;17,0;69,0;10,9;20,1;
Falun;2080;Dalarnas län;20;Enskild;172;16,9;76,7;12,8;10,5;
Filipstad;1782;Värmlands län;17;Samtliga;110;16,6;61,8;10,0;28,2;
Filipstad;1782;Värmlands län;17;Kommunal;101;16,6;62,4;8,9;28,7;
Filipstad;1782;Värmlands län;17;Enskild;9;17,0;~100;..;..;
Finspång;0562;Östergötlands län;05;Samtliga;276;16,5;62,7;11,2;26,1;
Finspång;0562;Östergötlands län;05;Kommunal;270;16,5;62,2;11,5;26,3;
Finspång;0562;Östergötlands län;05;Enskild;6;17,0;~100;.;..;
Flen;0482;Södermanlands län;04;Samtliga;183;16,8;49,2;12,6;38,3;
Flen;0482;Södermanlands län;04;Kommunal;129;17,0;48,1;7,8;44,2;
Flen;0482;Södermanlands län;04;Enskild;54;16,5;51,9;24,1;24,1;
Forshaga;1763;Värmlands län;17;Samtliga;136;17,0;73,5;10,3;16,2;
Forshaga;1763;Värmlands län;17;Kommunal;136;17,0;73,5;10,3;16,2;
Färgelanda;1439;Västra Götalands län;14;Samtliga;74;16,9;62,2;16,2;21,6;
Färgelanda;1439;Västra Götalands län;14;Kommunal;53;16,8;54,7;17,0;28,3;
Färgelanda;1439;Västra Götalands län;14;Enskild;21;16,9;~100;..;..;
Gagnef;2026;Dalarnas län;20;Samtliga;130;16,8;71,5;13,1;15,4;
Gagnef;2026;Dalarnas län;20;Kommunal;130;16,8;71,5;13,1;15,4;
Gislaved;0662;Jönköpings län;06;Samtliga;357;17,0;61,3;14,3;24,4;
Gislaved;0662;Jönköpings län;06;Kommunal;346;17,0;60,7;14,5;24,9;
Gislaved;0662;Jönköpings län;06;Enskild;11;17,0;~100;..;..;
Gnesta;0461;Södermanlands län;04;Samtliga;124;16,9;73,4;6,5;20,2;
Gnesta;0461;Södermanlands län;04;Kommunal;124;16,9;73,4;6,5;20,2;
Gnosjö;0617;Jönköpings län;06;Samtliga;109;17,0;74,3;11,0;14,7;
Gnosjö;0617;Jönköpings län;06;Kommunal;109;17,0;74,3;11,0;14,7;
Gotland;0980;Gotlands län;09;Samtliga;646;16,3;70,3;11,3;18,4;
Gotland;0980;Gotlands län;09;Kommunal;548;16,6;68,2;12,0;19,7;
Gotland;0980;Gotlands län;09;Enskild;98;14,9;81,6;7,1;11,2;
Grums;1764;Värmlands län;17;Samtliga;88;16,8;61,4;10,2;28,4;
Grums;1764;Värmlands län;17;Kommunal;67;17,0;56,7;9,0;34,3;
Grums;1764;Värmlands län;17;Enskild;21;16,2;76,2;..;..;
Grästorp;1444;Västra Götalands län;14;Samtliga;58;16,7;62,1;12,1;25,9;
Grästorp;1444;Västra Götalands län;14;Kommunal;58;16,7;62,1;12,1;25,9;
Gullspång;1447;Västra Götalands län;14;Samtliga;58;17,0;79,3;10,3;10,3;
Gullspång;1447;Västra Götalands län;14;Kommunal;58;17,0;79,3;10,3;10,3;
Gällivare;2523;Norrbottens län;25;Statlig;..;..;..;..;..;
Gällivare;2523;Norrbottens län;25;Samtliga;182;15,8;61,5;13,7;24,7;
Gällivare;2523;Norrbottens län;25;Kommunal;154;16,4;58,4;13,6;27,9;
Gällivare;2523;Norrbottens län;25;Enskild;24;11,8;75,0;..;..;
Gävle;2180;Gävleborgs län;21;Samtliga;1 177;16,8;67,8;11,3;20,9;
Gävle;2180;Gävleborgs län;21;Kommunal;829;16,7;68,5;10,6;20,9;
Gävle;2180;Gävleborgs län;21;Enskild;348;17,1;66,1;12,9;21,0;
Göteborg;1480;Västra Götalands län;14;Samtliga;5 924;15,8;66,1;10,6;23,4;
Göteborg;1480;Västra Götalands län;14;Kommunal;4 515;16,0;64,1;10,1;25,9;
Göteborg;1480;Västra Götalands län;14;Enskild;1 409;15,3;72,5;12,1;15,3;
Götene;1471;Västra Götalands län;14;Samtliga;150;16,9;64,0;14,7;21,3;
Götene;1471;Västra Götalands län;14;Kommunal;150;16,9;64,0;14,7;21,3;
Habo;0643;Jönköpings län;06;Samtliga;192;16,9;75,0;13,5;11,5;
Habo;0643;Jönköpings län;06;Kommunal;192;16,9;75,0;13,5;11,5;
Hagfors;1783;Värmlands län;17;Samtliga;116;16,9;57,8;9,5;32,8;
Hagfors;1783;Värmlands län;17;Kommunal;116;16,9;57,8;9,5;32,8;
Hallsberg;1861;Örebro län;18;Samtliga;185;17,0;68,1;8,6;23,2;
Hallsberg;1861;Örebro län;18;Kommunal;185;17,0;68,1;8,6;23,2;
Hallstahammar;1961;Västmanlands län;19;Samtliga;189;17,1;63,0;10,6;26,5;
Hallstahammar;1961;Västmanlands län;19;Kommunal;189;17,1;63,0;10,6;26,5;
Halmstad;1380;Hallands län;13;Samtliga;1 272;16,8;63,4;12,3;24,3;
Halmstad;1380;Hallands län;13;Kommunal;1 089;17,0;61,4;12,4;26,2;
Halmstad;1380;Hallands län;13;Enskild;183;16,2;74,9;12,0;13,1;
Hammarö;1761;Värmlands län;17;Samtliga;256;16,7;86,3;4,3;9,4;
Hammarö;1761;Värmlands län;17;Kommunal;256;16,7;86,3;4,3;9,4;
Haninge;0136;Stockholms län;01;Samtliga;968;15,7;58,9;15,9;25,2;
Haninge;0136;Stockholms län;01;Kommunal;805;16,0;55,8;16,9;27,3;
Haninge;0136;Stockholms län;01;Enskild;163;14,3;74,2;11,0;14,7;
Haparanda;2583;Norrbottens län;25;Samtliga;119;17,3;64,7;21,0;14,3;
Haparanda;2583;Norrbottens län;25;Kommunal;115;17,3;64,3;21,7;13,9;
Haparanda;2583;Norrbottens län;25;Enskild;..;..;..;.;..;
Heby;0331;Uppsala län;03;Samtliga;160;17,0;65,0;18,1;16,9;
Heby;0331;Uppsala län;03;Kommunal;153;17,0;63,4;19,0;17,6;
Heby;0331;Uppsala län;03;Enskild;7;17,0;100,0;.;.;
Hedemora;2083;Dalarnas län;20;Samtliga;138;16,7;46,4;15,2;38,4;
Hedemora;2083;Dalarnas län;20;Kommunal;114;16,7;44,7;15,8;39,5;
Hedemora;2083;Dalarnas län;20;Enskild;24;16,6;54,2;..;..;
Helsingborg;1283;Skåne län;12;Samtliga;1 777;16,7;65,7;12,5;21,8;
Helsingborg;1283;Skåne län;12;Kommunal;1 257;16,9;66,1;11,6;22,3;
Helsingborg;1283;Skåne län;12;Enskild;520;16,3;64,6;14,8;20,6;
Herrljunga;1466;Västra Götalands län;14;Samtliga;118;15,8;71,2;14,4;14,4;
Herrljunga;1466;Västra Götalands län;14;Kommunal;118;15,8;71,2;14,4;14,4;
Hjo;1497;Västra Götalands län;14;Samtliga;115;16,7;73,0;14,8;12,2;
Hjo;1497;Västra Götalands län;14;Kommunal;115;16,7;73,0;14,8;12,2;
Hofors;2104;Gävleborgs län;21;Samtliga;63;17,0;54,0;19,0;27,0;
Hofors;2104;Gävleborgs län;21;Kommunal;63;17,0;54,0;19,0;27,0;
Huddinge;0126;Stockholms län;01;Samtliga;1 495;16,7;75,9;9,0;15,1;
Huddinge;0126;Stockholms län;01;Kommunal;1 160;16,7;75,2;9,1;15,7;
Huddinge;0126;Stockholms län;01;Enskild;335;17,0;78,5;8,4;13,1;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;410;16,9;69,8;12,2;18,0;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;378;17,0;71,7;11,9;16,4;
Hudiksvall;2184;Gävleborgs län;21;Enskild;32;15,7;46,9;15,6;37,5;
Hultsfred;0860;Kalmar län;08;Samtliga;148;17,1;65,5;8,8;25,7;
Hultsfred;0860;Kalmar län;08;Kommunal;119;17,1;68,1;8,4;23,5;
Hultsfred;0860;Kalmar län;08;Enskild;29;17,1;55,2;..;..;
Hylte;1315;Hallands län;13;Samtliga;124;16,7;66,9;12,9;20,2;
Hylte;1315;Hallands län;13;Kommunal;117;17,0;65,0;13,7;21,4;
Hylte;1315;Hallands län;13;Enskild;7;11,0;100,0;.;.;
Håbo;0305;Uppsala län;03;Samtliga;281;16,8;69,4;7,5;23,1;
Håbo;0305;Uppsala län;03;Kommunal;231;16,7;63,2;9,1;27,7;
Håbo;0305;Uppsala län;03;Enskild;50;17,0;~100;.;..;
Hällefors;1863;Örebro län;18;Samtliga;68;17,1;57,4;23,5;19,1;
Hällefors;1863;Örebro län;18;Kommunal;68;17,1;57,4;23,5;19,1;
Härjedalen;2361;Jämtlands län;23;Samtliga;104;16,7;71,2;12,5;16,3;
Härjedalen;2361;Jämtlands län;23;Kommunal;104;16,7;71,2;12,5;16,3;
Härnösand;2280;Västernorrlands län;22;Samtliga;293;17,0;65,9;16,0;18,1;
Härnösand;2280;Västernorrlands län;22;Kommunal;270;17,0;64,8;16,3;18,9;
Härnösand;2280;Västernorrlands län;22;Enskild;23;17,0;78,3;..;..;
Härryda;1401;Västra Götalands län;14;Samtliga;607;15,0;79,1;6,4;14,5;
Härryda;1401;Västra Götalands län;14;Kommunal;543;15,4;78,3;7,0;14,7;
Härryda;1401;Västra Götalands län;14;Enskild;64;12,0;85,9;..;..;
Hässleholm;1293;Skåne län;12;Samtliga;652;17,0;60,3;12,4;27,3;
Hässleholm;1293;Skåne län;12;Kommunal;540;17,0;58,0;12,6;29,4;
Hässleholm;1293;Skåne län;12;Enskild;112;17,0;71,4;11,6;17,0;
Höganäs;1284;Skåne län;12;Samtliga;371;16,9;78,2;7,0;14,8;
Höganäs;1284;Skåne län;12;Kommunal;354;16,9;78,0;6,8;15,3;
Höganäs;1284;Skåne län;12;Enskild;17;16,8;~100;..;..;
Högsby;0821;Kalmar län;08;Samtliga;62;15,8;37,1;22,6;40,3;
Högsby;0821;Kalmar län;08;Kommunal;62;15,8;37,1;22,6;40,3;
Hörby;1266;Skåne län;12;Samtliga;169;16,0;61,5;12,4;26,0;
Hörby;1266;Skåne län;12;Kommunal;149;15,9;61,1;11,4;27,5;
Hörby;1266;Skåne län;12;Enskild;20;16,9;65,0;..;..;
Höör;1267;Skåne län;12;Samtliga;195;16,1;72,3;14,9;12,8;
Höör;1267;Skåne län;12;Kommunal;162;16,0;72,8;16,0;11,1;
Höör;1267;Skåne län;12;Enskild;33;16,5;69,7;..;..;
Jokkmokk;2510;Norrbottens län;25;Statlig;..;..;..;..;..;
Jokkmokk;2510;Norrbottens län;25;Samtliga;51;16,0;60,8;13,7;25,5;
Jokkmokk;2510;Norrbottens län;25;Kommunal;35;16,8;57,1;14,3;28,6;
Jokkmokk;2510;Norrbottens län;25;Enskild;7;11,3;..;..;..;
Järfälla;0123;Stockholms län;01;Samtliga;891;16,6;69,9;11,9;18,2;
Järfälla;0123;Stockholms län;01;Kommunal;723;16,7;69,0;12,0;18,9;
Järfälla;0123;Stockholms län;01;Enskild;168;15,9;73,8;11,3;14,9;
Jönköping;0680;Jönköpings län;06;Samtliga;1 798;17,0;73,2;10,1;16,7;
Jönköping;0680;Jönköpings län;06;Kommunal;1 565;16,9;75,3;9,8;15,0;
Jönköping;0680;Jönköpings län;06;Enskild;233;17,2;59,2;12,4;28,3;
Kalix;2514;Norrbottens län;25;Samtliga;145;16,2;66,2;13,8;20,0;
Kalix;2514;Norrbottens län;25;Kommunal;119;16,1;71,4;8,4;20,2;
Kalix;2514;Norrbottens län;25;Enskild;26;16,8;42,3;38,5;19,2;
Kalmar;0880;Kalmar län;08;Samtliga;780;16,9;77,6;8,8;13,6;
Kalmar;0880;Kalmar län;08;Kommunal;709;17,0;78,4;8,7;12,8;
Kalmar;0880;Kalmar län;08;Enskild;71;16,3;69,0;9,9;21,1;
Karlsborg;1446;Västra Götalands län;14;Samtliga;76;15,7;68,4;25,0;6,6;
Karlsborg;1446;Västra Götalands län;14;Kommunal;62;15,9;71,0;..;..;
Karlsborg;1446;Västra Götalands län;14;Enskild;14;14,6;57,1;..;..;
Karlshamn;1082;Blekinge län;10;Samtliga;371;17,0;77,1;9,7;13,2;
Karlshamn;1082;Blekinge län;10;Kommunal;348;17,1;77,0;9,2;13,8;
Karlshamn;1082;Blekinge län;10;Enskild;23;16,1;78,3;..;..;
Karlskoga;1883;Örebro län;18;Samtliga;326;17,1;63,2;10,7;26,1;
Karlskoga;1883;Örebro län;18;Kommunal;325;17,1;63,1;10,8;26,2;
Karlskoga;1883;Örebro län;18;Enskild;..;..;..;.;.;
Karlskrona;1080;Blekinge län;10;Samtliga;753;16,2;72,4;9,7;17,9;
Karlskrona;1080;Blekinge län;10;Kommunal;577;16,5;68,8;11,3;19,9;
Karlskrona;1080;Blekinge län;10;Enskild;176;15,3;84,1;4,5;11,4;
Karlstad;1780;Värmlands län;17;Samtliga;1 100;17,0;73,3;11,1;15,6;
Karlstad;1780;Värmlands län;17;Kommunal;880;17,0;74,8;9,0;16,3;
Karlstad;1780;Värmlands län;17;Enskild;220;17,1;67,3;19,5;13,2;
Katrineholm;0483;Södermanlands län;04;Samtliga;397;17,0;65,7;12,1;22,2;
Katrineholm;0483;Södermanlands län;04;Kommunal;326;17,0;61,3;12,6;26,1;
Katrineholm;0483;Södermanlands län;04;Enskild;71;17,0;85,9;..;..;
Kil;1715;Värmlands län;17;Samtliga;145;16,9;71,7;13,1;15,2;
Kil;1715;Värmlands län;17;Kommunal;145;16,9;71,7;13,1;15,2;
Kinda;0513;Östergötlands län;05;Samtliga;97;16,9;71,1;13,4;15,5;
Kinda;0513;Östergötlands län;05;Kommunal;97;16,9;71,1;13,4;15,5;
Kiruna;2584;Norrbottens län;25;Statlig;..;..;..;..;..;
Kiruna;2584;Norrbottens län;25;Samtliga;219;16,8;60,7;13,2;26,0;
Kiruna;2584;Norrbottens län;25;Kommunal;184;16,8;56,5;14,7;28,8;
Kiruna;2584;Norrbottens län;25;Enskild;26;17,0;80,8;..;..;
Klippan;1276;Skåne län;12;Samtliga;207;16,9;67,6;13,5;18,8;
Klippan;1276;Skåne län;12;Kommunal;196;16,9;67,3;13,3;19,4;
Klippan;1276;Skåne län;12;Enskild;11;16,8;~100;..;..;
Knivsta;0330;Uppsala län;03;Samtliga;291;16,6;74,6;8,2;17,2;
Knivsta;0330;Uppsala län;03;Kommunal;270;17,0;74,8;7,4;17,8;
Knivsta;0330;Uppsala län;03;Enskild;21;12,0;71,4;..;..;
Kramfors;2282;Västernorrlands län;22;Samtliga;176;16,9;63,6;13,1;23,3;
Kramfors;2282;Västernorrlands län;22;Kommunal;166;16,9;62,0;13,3;24,7;
Kramfors;2282;Västernorrlands län;22;Enskild;10;17,0;~100;..;.;
Kristianstad;1290;Skåne län;12;Samtliga;983;17,1;67,0;10,6;22,4;
Kristianstad;1290;Skåne län;12;Kommunal;864;17,0;67,0;10,8;22,2;
Kristianstad;1290;Skåne län;12;Enskild;119;17,1;67,2;9,2;23,5;
Kristinehamn;1781;Värmlands län;17;Samtliga;272;17,0;61,8;13,2;25,0;
Kristinehamn;1781;Värmlands län;17;Kommunal;272;17,0;61,8;13,2;25,0;
Krokom;2309;Jämtlands län;23;Samtliga;199;16,1;74,9;11,1;14,1;
Krokom;2309;Jämtlands län;23;Kommunal;199;16,1;74,9;11,1;14,1;
Kumla;1881;Örebro län;18;Samtliga;306;16,9;65,0;11,4;23,5;
Kumla;1881;Örebro län;18;Kommunal;306;16,9;65,0;11,4;23,5;
Kungsbacka;1384;Hallands län;13;Samtliga;1 122;16,0;80,7;8,1;11,1;
Kungsbacka;1384;Hallands län;13;Kommunal;889;16,4;79,4;8,1;12,5;
Kungsbacka;1384;Hallands län;13;Enskild;233;14,7;85,8;8,2;6,0;
Kungsör;1960;Västmanlands län;19;Samtliga;93;15,0;50,5;16,1;33,3;
Kungsör;1960;Västmanlands län;19;Kommunal;93;15,0;50,5;16,1;33,3;
Kungälv;1482;Västra Götalands län;14;Samtliga;605;16,4;70,9;12,9;16,2;
Kungälv;1482;Västra Götalands län;14;Kommunal;547;16,5;70,9;12,4;16,6;
Kungälv;1482;Västra Götalands län;14;Enskild;58;15,2;70,7;17,2;12,1;
Kävlinge;1261;Skåne län;12;Samtliga;483;17,0;82,4;6,0;11,6;
Kävlinge;1261;Skåne län;12;Kommunal;429;17,0;81,4;6,1;12,6;
Kävlinge;1261;Skåne län;12;Enskild;54;17,0;90,7;..;..;
Köping;1983;Västmanlands län;19;Samtliga;319;15,8;63,6;14,1;22,3;
Köping;1983;Västmanlands län;19;Kommunal;319;15,8;63,6;14,1;22,3;
Laholm;1381;Hallands län;13;Samtliga;261;16,9;70,5;12,3;17,2;
Laholm;1381;Hallands län;13;Kommunal;251;16,9;69,7;12,4;17,9;
Laholm;1381;Hallands län;13;Enskild;10;17,1;~100;..;.;
Landskrona;1282;Skåne län;12;Samtliga;565;17,0;66,5;12,0;21,4;
Landskrona;1282;Skåne län;12;Kommunal;388;17,0;64,2;12,1;23,7;
Landskrona;1282;Skåne län;12;Enskild;177;17,0;71,8;11,9;16,4;
Laxå;1860;Örebro län;18;Samtliga;60;16,9;51,7;18,3;30,0;
Laxå;1860;Örebro län;18;Kommunal;60;16,9;51,7;18,3;30,0;
Lekeberg;1814;Örebro län;18;Samtliga;119;16,9;69,7;10,9;19,3;
Lekeberg;1814;Örebro län;18;Kommunal;119;16,9;69,7;10,9;19,3;
Leksand;2029;Dalarnas län;20;Samtliga;181;16,1;70,7;11,0;18,2;
Leksand;2029;Dalarnas län;20;Kommunal;152;15,9;69,7;13,2;17,1;
Leksand;2029;Dalarnas län;20;Enskild;29;16,8;75,9;.;24,1;
Lerum;1441;Västra Götalands län;14;Samtliga;679;16,7;72,9;11,2;15,9;
Lerum;1441;Västra Götalands län;14;Kommunal;650;16,9;72,6;11,1;16,3;
Lerum;1441;Västra Götalands län;14;Enskild;29;11,9;79,3;..;..;
Lessebo;0761;Kronobergs län;07;Samtliga;75;17,1;56,0;12,0;32,0;
Lessebo;0761;Kronobergs län;07;Kommunal;75;17,1;56,0;12,0;32,0;
Lidingö;0186;Stockholms län;01;Samtliga;608;16,4;88,2;4,3;7,6;
Lidingö;0186;Stockholms län;01;Kommunal;467;17,0;86,7;4,5;8,8;
