Statistik från Skolverket, https://www.skolverket.se

Grundskola - Betyg årskurs 6, andel som fått godkänt betyg (A-E), samtliga elever
Valt läsår: 2024/25

Kommun;Kommun-kod;Län;Läns-kod;Typ av huvudman;Antal elever;Antal ämnesbetyg (genomsnitt);Andel (%) elever som fått godkänt betyg i alla ämnen;Andel (%) elever som ej fått godkänt betyg i ett ämne;Andel (%) elever som ej fått godkänt betyg i fler, alternativt alla ämnen;
Borgholm;0885;Kalmar län;08;Kommunal;89;16,9;62,9;16,9;20,2;
Borlänge;2081;Dalarnas län;20;Samtliga;591;17,1;63,3;13,0;23,7;
Borlänge;2081;Dalarnas län;20;Kommunal;542;17,1;64,2;12,9;22,9;
Borlänge;2081;Dalarnas län;20;Enskild;49;17,0;53,1;14,3;32,7;
Borås;1490;Västra Götalands län;14;Samtliga;1 428;17,0;68,3;11,4;20,3;
Borås;1490;Västra Götalands län;14;Kommunal;1 194;17,0;68,2;10,9;20,9;
Borås;1490;Västra Götalands län;14;Enskild;234;16,7;68,8;14,1;17,1;
Botkyrka;0127;Stockholms län;01;Samtliga;1 141;16,8;58,5;15,9;25,7;
Botkyrka;0127;Stockholms län;01;Kommunal;960;16,8;57,3;15,8;26,9;
Botkyrka;0127;Stockholms län;01;Enskild;181;16,8;64,6;16,0;19,3;
Boxholm;0560;Östergötlands län;05;Samtliga;64;12,1;81,3;10,9;7,8;
Boxholm;0560;Östergötlands län;05;Kommunal;64;12,1;81,3;10,9;7,8;
Bromölla;1272;Skåne län;12;Samtliga;145;16,9;64,8;11,0;24,1;
Bromölla;1272;Skåne län;12;Kommunal;145;16,9;64,8;11,0;24,1;
Bräcke;2305;Jämtlands län;23;Samtliga;66;14,8;81,8;..;..;
Bräcke;2305;Jämtlands län;23;Kommunal;66;14,8;81,8;..;..;
Burlöv;1231;Skåne län;12;Samtliga;183;17,1;67,8;9,8;22,4;
Burlöv;1231;Skåne län;12;Kommunal;183;17,1;67,8;9,8;22,4;
Båstad;1278;Skåne län;12;Samtliga;155;16,6;73,5;9,7;16,8;
Båstad;1278;Skåne län;12;Kommunal;143;16,9;72,0;10,5;17,5;
Båstad;1278;Skåne län;12;Enskild;12;12,1;~100;.;..;
Dals-Ed;1438;Västra Götalands län;14;Samtliga;56;16,9;57,1;16,1;26,8;
Dals-Ed;1438;Västra Götalands län;14;Kommunal;56;16,9;57,1;16,1;26,8;
Danderyd;0162;Stockholms län;01;Samtliga;404;17,0;92,6;3,7;3,7;
Danderyd;0162;Stockholms län;01;Kommunal;378;17,0;92,3;3,7;4,0;
Danderyd;0162;Stockholms län;01;Enskild;26;17,1;~100;..;.;
Degerfors;1862;Örebro län;18;Samtliga;92;16,9;64,1;12,0;23,9;
Degerfors;1862;Örebro län;18;Kommunal;92;16,9;64,1;12,0;23,9;
Dorotea;2425;Västerbottens län;24;Samtliga;25;16,9;40,0;32,0;28,0;
Dorotea;2425;Västerbottens län;24;Kommunal;25;16,9;40,0;32,0;28,0;
Eda;1730;Värmlands län;17;Samtliga;109;16,7;47,7;15,6;36,7;
Eda;1730;Värmlands län;17;Kommunal;109;16,7;47,7;15,6;36,7;
Ekerö;0125;Stockholms län;01;Samtliga;402;16,1;82,1;7,2;10,7;
Ekerö;0125;Stockholms län;01;Kommunal;369;16,7;81,0;7,6;11,4;
Ekerö;0125;Stockholms län;01;Enskild;33;10,1;~100;..;..;
Eksjö;0686;Jönköpings län;06;Samtliga;213;16,8;70,4;11,7;17,8;
Eksjö;0686;Jönköpings län;06;Kommunal;207;16,9;72,5;12,1;15,5;
Eksjö;0686;Jönköpings län;06;Enskild;6;11,5;.;.;100,0;
Emmaboda;0862;Kalmar län;08;Samtliga;97;17,0;61,9;15,5;22,7;
Emmaboda;0862;Kalmar län;08;Kommunal;97;17,0;61,9;15,5;22,7;
Enköping;0381;Uppsala län;03;Samtliga;662;17,1;62,8;14,8;22,4;
Enköping;0381;Uppsala län;03;Kommunal;511;17,1;62,6;15,1;22,3;
Enköping;0381;Uppsala län;03;Enskild;151;17,1;63,6;13,9;22,5;
Eskilstuna;0484;Södermanlands län;04;Samtliga;1 364;17,1;64,8;13,4;21,8;
Eskilstuna;0484;Södermanlands län;04;Kommunal;1 106;17,0;65,5;12,7;21,9;
Eskilstuna;0484;Södermanlands län;04;Enskild;258;17,3;62,0;16,7;21,3;
Eslöv;1285;Skåne län;12;Samtliga;404;16,9;65,3;10,1;24,5;
Eslöv;1285;Skåne län;12;Kommunal;392;17,1;64,3;10,5;25,3;
Eslöv;1285;Skåne län;12;Enskild;12;12,2;100,0;.;.;
Essunga;1445;Västra Götalands län;14;Samtliga;54;16,2;64,8;13,0;22,2;
Essunga;1445;Västra Götalands län;14;Kommunal;54;16,2;64,8;13,0;22,2;
Fagersta;1982;Västmanlands län;19;Samtliga;202;16,1;57,9;15,8;26,2;
Fagersta;1982;Västmanlands län;19;Kommunal;181;16,0;56,4;15,5;28,2;
Fagersta;1982;Västmanlands län;19;Enskild;21;16,8;71,4;..;..;
Falkenberg;1382;Hallands län;13;Samtliga;510;17,0;72,0;12,2;15,9;
Falkenberg;1382;Hallands län;13;Kommunal;432;17,0;69,7;13,0;17,4;
Falkenberg;1382;Hallands län;13;Enskild;78;17,0;84,6;7,7;7,7;
Falköping;1499;Västra Götalands län;14;Samtliga;401;16,4;66,8;9,0;24,2;
Falköping;1499;Västra Götalands län;14;Kommunal;391;16,4;66,0;9,2;24,8;
Falköping;1499;Västra Götalands län;14;Enskild;10;17,0;100,0;.;.;
Falun;2080;Dalarnas län;20;Samtliga;772;17,0;74,7;10,5;14,8;
Falun;2080;Dalarnas län;20;Kommunal;629;17,0;73,4;10,7;15,9;
Falun;2080;Dalarnas län;20;Enskild;143;17,1;80,4;9,8;9,8;
Filipstad;1782;Värmlands län;17;Samtliga;92;16,7;58,7;15,2;26,1;
Filipstad;1782;Värmlands län;17;Kommunal;84;16,7;56,0;15,5;28,6;
Filipstad;1782;Värmlands län;17;Enskild;8;16,6;~100;..;.;
Finspång;0562;Östergötlands län;05;Samtliga;256;16,4;64,1;14,1;21,9;
Finspång;0562;Östergötlands län;05;Kommunal;252;16,4;63,5;14,3;22,2;
Finspång;0562;Östergötlands län;05;Enskild;..;..;..;.;.;
Flen;0482;Södermanlands län;04;Samtliga;158;16,7;55,7;17,1;27,2;
Flen;0482;Södermanlands län;04;Kommunal;105;17,1;54,3;16,2;29,5;
Flen;0482;Södermanlands län;04;Enskild;53;16,0;58,5;18,9;22,6;
Forshaga;1763;Värmlands län;17;Samtliga;131;16,8;65,6;11,5;22,9;
Forshaga;1763;Värmlands län;17;Kommunal;131;16,8;65,6;11,5;22,9;
Färgelanda;1439;Västra Götalands län;14;Samtliga;66;16,8;45,5;19,7;34,8;
Färgelanda;1439;Västra Götalands län;14;Kommunal;62;16,8;43,5;21,0;35,5;
Färgelanda;1439;Västra Götalands län;14;Enskild;..;..;..;.;..;
Gagnef;2026;Dalarnas län;20;Samtliga;151;16,8;72,8;13,9;13,2;
Gagnef;2026;Dalarnas län;20;Kommunal;151;16,8;72,8;13,9;13,2;
Gislaved;0662;Jönköpings län;06;Samtliga;347;17,1;62,5;11,5;25,9;
Gislaved;0662;Jönköpings län;06;Kommunal;335;17,1;62,1;11,6;26,3;
Gislaved;0662;Jönköpings län;06;Enskild;12;17,0;~100;..;..;
Gnesta;0461;Södermanlands län;04;Samtliga;127;17,0;78,0;9,4;12,6;
Gnesta;0461;Södermanlands län;04;Kommunal;127;17,0;78,0;9,4;12,6;
Gnosjö;0617;Jönköpings län;06;Samtliga;111;17,0;66,7;9,9;23,4;
Gnosjö;0617;Jönköpings län;06;Kommunal;111;17,0;66,7;9,9;23,4;
Gotland;0980;Gotlands län;09;Samtliga;668;16,3;72,2;11,7;16,2;
Gotland;0980;Gotlands län;09;Kommunal;589;16,4;71,5;11,7;16,8;
Gotland;0980;Gotlands län;09;Enskild;79;15,3;77,2;11,4;11,4;
Grums;1764;Värmlands län;17;Samtliga;82;16,5;54,9;20,7;24,4;
Grums;1764;Värmlands län;17;Kommunal;70;16,8;52,9;20,0;27,1;
Grums;1764;Värmlands län;17;Enskild;12;14,9;~100;..;..;
Grästorp;1444;Västra Götalands län;14;Samtliga;54;16,9;63,0;20,4;16,7;
Grästorp;1444;Västra Götalands län;14;Kommunal;54;16,9;63,0;20,4;16,7;
Gullspång;1447;Västra Götalands län;14;Samtliga;50;16,8;56,0;16,0;28,0;
Gullspång;1447;Västra Götalands län;14;Kommunal;50;16,8;56,0;16,0;28,0;
Gällivare;2523;Norrbottens län;25;Statlig;..;..;..;..;..;
Gällivare;2523;Norrbottens län;25;Samtliga;183;16,3;69,9;11,5;18,6;
Gällivare;2523;Norrbottens län;25;Kommunal;160;16,8;65,6;13,1;21,3;
Gällivare;2523;Norrbottens län;25;Enskild;22;12,0;100,0;.;.;
Gävle;2180;Gävleborgs län;21;Samtliga;1 199;16,8;63,9;12,6;23,5;
Gävle;2180;Gävleborgs län;21;Kommunal;883;16,7;66,1;12,9;21,0;
Gävle;2180;Gävleborgs län;21;Enskild;316;17,1;57,6;11,7;30,7;
Göteborg;1480;Västra Götalands län;14;Samtliga;6 206;15,8;68,1;10,2;21,7;
Göteborg;1480;Västra Götalands län;14;Kommunal;4 688;16,0;67,4;10,3;22,3;
Göteborg;1480;Västra Götalands län;14;Enskild;1 518;15,2;70,3;9,9;19,8;
Götene;1471;Västra Götalands län;14;Samtliga;144;16,9;70,8;9,7;19,4;
Götene;1471;Västra Götalands län;14;Kommunal;144;16,9;70,8;9,7;19,4;
Habo;0643;Jönköpings län;06;Samtliga;207;16,6;77,3;11,1;11,6;
Habo;0643;Jönköpings län;06;Kommunal;207;16,6;77,3;11,1;11,6;
Hagfors;1783;Värmlands län;17;Samtliga;107;16,9;59,8;12,1;28,0;
Hagfors;1783;Värmlands län;17;Kommunal;107;16,9;59,8;12,1;28,0;
Hallsberg;1861;Örebro län;18;Samtliga;184;17,0;68,5;11,4;20,1;
Hallsberg;1861;Örebro län;18;Kommunal;184;17,0;68,5;11,4;20,1;
Hallstahammar;1961;Västmanlands län;19;Samtliga;207;17,0;58,9;15,0;26,1;
Hallstahammar;1961;Västmanlands län;19;Kommunal;207;17,0;58,9;15,0;26,1;
Halmstad;1380;Hallands län;13;Samtliga;1 256;16,9;68,0;11,7;20,3;
Halmstad;1380;Hallands län;13;Kommunal;1 087;17,0;67,9;11,4;20,7;
Halmstad;1380;Hallands län;13;Enskild;169;16,0;68,6;13,6;17,8;
Hammarö;1761;Värmlands län;17;Samtliga;253;16,9;84,6;5,5;9,9;
Hammarö;1761;Värmlands län;17;Kommunal;253;16,9;84,6;5,5;9,9;
Haninge;0136;Stockholms län;01;Samtliga;1 035;16,7;61,9;14,4;23,7;
Haninge;0136;Stockholms län;01;Kommunal;812;16,7;58,4;14,9;26,7;
Haninge;0136;Stockholms län;01;Enskild;223;16,6;74,9;12,6;12,6;
Haparanda;2583;Norrbottens län;25;Samtliga;101;16,9;75,2;12,9;11,9;
Haparanda;2583;Norrbottens län;25;Kommunal;90;16,9;74,4;13,3;12,2;
Haparanda;2583;Norrbottens län;25;Enskild;11;16,8;~100;..;..;
Heby;0331;Uppsala län;03;Samtliga;169;17,0;58,0;18,9;23,1;
Heby;0331;Uppsala län;03;Kommunal;162;17,0;57,4;19,1;23,5;
Heby;0331;Uppsala län;03;Enskild;7;17,0;~100;..;..;
Hedemora;2083;Dalarnas län;20;Samtliga;166;15,8;57,2;19,3;23,5;
Hedemora;2083;Dalarnas län;20;Kommunal;136;15,5;56,6;19,9;23,5;
Hedemora;2083;Dalarnas län;20;Enskild;30;16,7;60,0;16,7;23,3;
Helsingborg;1283;Skåne län;12;Samtliga;1 835;16,8;63,3;14,3;22,3;
Helsingborg;1283;Skåne län;12;Kommunal;1 284;16,9;63,0;13,6;23,4;
Helsingborg;1283;Skåne län;12;Enskild;551;16,5;64,1;16,2;19,8;
Herrljunga;1466;Västra Götalands län;14;Samtliga;114;16,1;69,3;8,8;21,9;
Herrljunga;1466;Västra Götalands län;14;Kommunal;114;16,1;69,3;8,8;21,9;
Hjo;1497;Västra Götalands län;14;Samtliga;103;16,9;72,8;13,6;13,6;
Hjo;1497;Västra Götalands län;14;Kommunal;103;16,9;72,8;13,6;13,6;
Hofors;2104;Gävleborgs län;21;Samtliga;85;16,6;58,8;21,2;20,0;
Hofors;2104;Gävleborgs län;21;Kommunal;85;16,6;58,8;21,2;20,0;
Huddinge;0126;Stockholms län;01;Samtliga;1 539;16,6;73,2;10,8;16,0;
Huddinge;0126;Stockholms län;01;Kommunal;1 182;16,7;73,9;10,2;15,9;
Huddinge;0126;Stockholms län;01;Enskild;357;16,3;70,9;12,6;16,5;
Hudiksvall;2184;Gävleborgs län;21;Samtliga;434;16,8;68,9;10,4;20,7;
Hudiksvall;2184;Gävleborgs län;21;Kommunal;396;17,0;66,7;10,9;22,5;
Hudiksvall;2184;Gävleborgs län;21;Enskild;38;14,7;~100;..;..;
Hultsfred;0860;Kalmar län;08;Samtliga;158;16,9;63,3;12,0;24,7;
Hultsfred;0860;Kalmar län;08;Kommunal;137;17,0;67,9;10,2;21,9;
Hultsfred;0860;Kalmar län;08;Enskild;21;16,5;33,3;23,8;42,9;
Hylte;1315;Hallands län;13;Samtliga;144;16,7;66,0;13,2;20,8;
Hylte;1315;Hallands län;13;Kommunal;135;17,0;63,7;14,1;22,2;
Hylte;1315;Hallands län;13;Enskild;9;12,0;100,0;.;.;
Håbo;0305;Uppsala län;03;Samtliga;303;16,8;81,2;6,9;11,9;
Håbo;0305;Uppsala län;03;Kommunal;255;16,8;78,8;7,5;13,7;
Håbo;0305;Uppsala län;03;Enskild;48;17,0;~100;..;..;
Hällefors;1863;Örebro län;18;Samtliga;54;17,1;59,3;22,2;18,5;
Hällefors;1863;Örebro län;18;Kommunal;54;17,1;59,3;22,2;18,5;
Härjedalen;2361;Jämtlands län;23;Samtliga;105;16,8;73,3;7,6;19,0;
Härjedalen;2361;Jämtlands län;23;Kommunal;105;16,8;73,3;7,6;19,0;
Härnösand;2280;Västernorrlands län;22;Samtliga;269;16,9;64,7;11,5;23,8;
Härnösand;2280;Västernorrlands län;22;Kommunal;250;16,9;63,6;11,6;24,8;
Härnösand;2280;Västernorrlands län;22;Enskild;19;16,8;~100;..;..;
Härryda;1401;Västra Götalands län;14;Samtliga;608;15,3;76,8;10,0;13,2;
Härryda;1401;Västra Götalands län;14;Kommunal;548;15,6;75,2;10,9;13,9;
Härryda;1401;Västra Götalands län;14;Enskild;60;12,1;91,7;..;..;
Hässleholm;1293;Skåne län;12;Samtliga;657;17,0;66,8;12,3;20,9;
Hässleholm;1293;Skåne län;12;Kommunal;553;17,0;63,1;13,0;23,9;
Hässleholm;1293;Skåne län;12;Enskild;104;17,1;86,5;8,7;4,8;
Höganäs;1284;Skåne län;12;Samtliga;332;17,0;73,5;8,7;17,8;
Höganäs;1284;Skåne län;12;Kommunal;309;17,0;75,1;8,7;16,2;
Höganäs;1284;Skåne län;12;Enskild;23;17,0;52,2;..;..;
Högsby;0821;Kalmar län;08;Samtliga;63;16,7;46,0;19,0;34,9;
Högsby;0821;Kalmar län;08;Kommunal;63;16,7;46,0;19,0;34,9;
Hörby;1266;Skåne län;12;Samtliga;177;16,1;60,5;14,7;24,9;
Hörby;1266;Skåne län;12;Kommunal;154;15,9;55,8;16,2;27,9;
Hörby;1266;Skåne län;12;Enskild;23;17,0;~100;..;..;
Höör;1267;Skåne län;12;Samtliga;189;16,1;79,9;5,8;14,3;
Höör;1267;Skåne län;12;Kommunal;149;15,9;79,9;6,0;14,1;
Höör;1267;Skåne län;12;Enskild;40;16,6;80,0;..;..;
Jokkmokk;2510;Norrbottens län;25;Statlig;..;..;..;..;..;
Jokkmokk;2510;Norrbottens län;25;Samtliga;36;16,6;77,8;..;..;
Jokkmokk;2510;Norrbottens län;25;Kommunal;22;16,7;~100;.;..;
Jokkmokk;2510;Norrbottens län;25;Enskild;..;..;..;.;..;
Järfälla;0123;Stockholms län;01;Samtliga;921;16,9;76,5;8,3;15,2;
Järfälla;0123;Stockholms län;01;Kommunal;749;17,1;76,8;8,1;15,1;
Järfälla;0123;Stockholms län;01;Enskild;172;16,2;75,6;8,7;15,7;
Jönköping;0680;Jönköpings län;06;Samtliga;1 791;16,9;75,5;8,5;15,9;
Jönköping;0680;Jönköpings län;06;Kommunal;1 569;16,9;76,1;8,0;15,9;
Jönköping;0680;Jönköpings län;06;Enskild;222;17,1;71,6;12,2;16,2;
Kalix;2514;Norrbottens län;25;Samtliga;151;16,2;70,9;11,9;17,2;
Kalix;2514;Norrbottens län;25;Kommunal;126;16,1;69,0;13,5;17,5;
Kalix;2514;Norrbottens län;25;Enskild;25;17,0;80,0;..;..;
Kalmar;0880;Kalmar län;08;Samtliga;891;17,0;75,8;10,2;14,0;
Kalmar;0880;Kalmar län;08;Kommunal;819;17,0;76,1;9,9;14,0;
Kalmar;0880;Kalmar län;08;Enskild;72;16,9;72,2;13,9;13,9;
Karlsborg;1446;Västra Götalands län;14;Samtliga;66;15,9;74,2;9,1;16,7;
Karlsborg;1446;Västra Götalands län;14;Kommunal;60;15,9;73,3;10,0;16,7;
Karlsborg;1446;Västra Götalands län;14;Enskild;6;15,7;~100;.;..;
Karlshamn;1082;Blekinge län;10;Samtliga;336;16,9;74,4;14,0;11,6;
Karlshamn;1082;Blekinge län;10;Kommunal;306;17,1;73,5;14,4;12,1;
Karlshamn;1082;Blekinge län;10;Enskild;30;15,2;83,3;..;..;
Karlskoga;1883;Örebro län;18;Samtliga;316;17,0;57,3;13,0;29,7;
Karlskoga;1883;Örebro län;18;Kommunal;304;17,0;57,2;12,5;30,3;
Karlskoga;1883;Örebro län;18;Enskild;12;17,0;58,3;..;..;
Karlskrona;1080;Blekinge län;10;Samtliga;752;16,1;72,9;10,2;16,9;
Karlskrona;1080;Blekinge län;10;Kommunal;572;16,5;70,1;11,5;18,4;
Karlskrona;1080;Blekinge län;10;Enskild;180;15,0;81,7;6,1;12,2;
Karlstad;1780;Värmlands län;17;Samtliga;1 125;17,0;71,1;13,6;15,3;
Karlstad;1780;Värmlands län;17;Kommunal;937;17,0;71,5;13,0;15,5;
Karlstad;1780;Värmlands län;17;Enskild;188;17,2;69,1;16,5;14,4;
Katrineholm;0483;Södermanlands län;04;Samtliga;447;17,0;57,0;16,3;26,6;
Katrineholm;0483;Södermanlands län;04;Kommunal;378;17,0;54,2;16,4;29,4;
Katrineholm;0483;Södermanlands län;04;Enskild;69;16,9;72,5;15,9;11,6;
Kil;1715;Värmlands län;17;Samtliga;146;16,9;67,8;15,8;16,4;
Kil;1715;Värmlands län;17;Kommunal;146;16,9;67,8;15,8;16,4;
Kinda;0513;Östergötlands län;05;Samtliga;107;16,9;78,5;10,3;11,2;
Kinda;0513;Östergötlands län;05;Kommunal;107;16,9;78,5;10,3;11,2;
Kiruna;2584;Norrbottens län;25;Statlig;..;..;..;..;..;
Kiruna;2584;Norrbottens län;25;Samtliga;252;16,8;62,3;12,3;25,4;
Kiruna;2584;Norrbottens län;25;Kommunal;206;16,8;59,2;14,1;26,7;
Kiruna;2584;Norrbottens län;25;Enskild;26;17,0;73,1;..;..;
Klippan;1276;Skåne län;12;Samtliga;213;17,0;70,0;13,6;16,4;
Klippan;1276;Skåne län;12;Kommunal;212;17,0;70,3;13,7;16,0;
Klippan;1276;Skåne län;12;Enskild;..;..;.;.;..;
Knivsta;0330;Uppsala län;03;Samtliga;333;16,3;79,6;9,9;10,5;
Knivsta;0330;Uppsala län;03;Kommunal;311;16,6;79,4;10,3;10,3;
Knivsta;0330;Uppsala län;03;Enskild;22;12,0;~100;..;..;
Kramfors;2282;Västernorrlands län;22;Samtliga;168;16,9;64,9;7,7;27,4;
Kramfors;2282;Västernorrlands län;22;Kommunal;163;16,9;63,8;8,0;28,2;
Kramfors;2282;Västernorrlands län;22;Enskild;5;17,0;100,0;.;.;
Kristianstad;1290;Skåne län;12;Samtliga;1 033;16,8;67,5;11,8;20,7;
Kristianstad;1290;Skåne län;12;Kommunal;913;16,8;68,3;11,6;20,0;
Kristianstad;1290;Skåne län;12;Enskild;120;17,1;60,8;13,3;25,8;
Kristinehamn;1781;Värmlands län;17;Samtliga;248;16,7;59,7;14,1;26,2;
Kristinehamn;1781;Värmlands län;17;Kommunal;248;16,7;59,7;14,1;26,2;
Krokom;2309;Jämtlands län;23;Samtliga;185;16,2;66,5;11,4;22,2;
Krokom;2309;Jämtlands län;23;Kommunal;185;16,2;66,5;11,4;22,2;
Kumla;1881;Örebro län;18;Samtliga;282;16,4;66,7;11,7;21,6;
Kumla;1881;Örebro län;18;Kommunal;282;16,4;66,7;11,7;21,6;
Kungsbacka;1384;Hallands län;13;Samtliga;1 214;15,8;78,4;7,5;14,1;
Kungsbacka;1384;Hallands län;13;Kommunal;974;16,2;76,9;7,7;15,4;
Kungsbacka;1384;Hallands län;13;Enskild;240;14,1;84,6;6,7;8,8;
Kungsör;1960;Västmanlands län;19;Samtliga;97;15,8;50,5;18,6;30,9;
Kungsör;1960;Västmanlands län;19;Kommunal;97;15,8;50,5;18,6;30,9;
Kungälv;1482;Västra Götalands län;14;Samtliga;573;16,3;78,7;9,2;12,0;
Kungälv;1482;Västra Götalands län;14;Kommunal;512;16,4;77,3;9,6;13,1;
Kungälv;1482;Västra Götalands län;14;Enskild;61;15,3;90,2;..;..;
Kävlinge;1261;Skåne län;12;Samtliga;449;17,1;83,7;8,2;8,0;
Kävlinge;1261;Skåne län;12;Kommunal;388;17,1;83,0;8,5;8,5;
Kävlinge;1261;Skåne län;12;Enskild;61;16,9;88,5;..;..;
Köping;1983;Västmanlands län;19;Samtliga;316;17,0;72,2;10,1;17,7;
Köping;1983;Västmanlands län;19;Kommunal;316;17,0;72,2;10,1;17,7;
Laholm;1381;Hallands län;13;Samtliga;298;17,0;62,8;12,1;25,2;
Laholm;1381;Hallands län;13;Kommunal;292;17,0;62,0;12,3;25,7;
Laholm;1381;Hallands län;13;Enskild;6;17,0;100,0;.;.;
Landskrona;1282;Skåne län;12;Samtliga;575;17,0;66,3;10,8;23,0;
Landskrona;1282;Skåne län;12;Kommunal;393;17,0;65,4;10,7;23,9;
Landskrona;1282;Skåne län;12;Enskild;182;17,2;68,1;11,0;20,9;
Laxå;1860;Örebro län;18;Samtliga;51;16,7;66,7;..;..;
Laxå;1860;Örebro län;18;Kommunal;51;16,7;66,7;..;..;
Lekeberg;1814;Örebro län;18;Samtliga;96;12,9;61,5;15,6;22,9;
Lekeberg;1814;Örebro län;18;Kommunal;96;12,9;61,5;15,6;22,9;
Leksand;2029;Dalarnas län;20;Samtliga;165;16,1;71,5;9,1;19,4;
Leksand;2029;Dalarnas län;20;Kommunal;137;15,9;71,5;7,3;21,2;
Leksand;2029;Dalarnas län;20;Enskild;28;16,8;71,4;..;..;
Lerum;1441;Västra Götalands län;14;Samtliga;616;16,9;69,2;10,1;20,8;
Lerum;1441;Västra Götalands län;14;Kommunal;587;16,9;68,7;10,1;21,3;
Lerum;1441;Västra Götalands län;14;Enskild;29;17,0;79,3;..;..;
Lessebo;0761;Kronobergs län;07;Samtliga;104;17,0;51,0;16,3;32,7;
Lessebo;0761;Kronobergs län;07;Kommunal;104;17,0;51,0;16,3;32,7;
Lidingö;0186;Stockholms län;01;Samtliga;566;16,3;86,9;5,5;7,6;
Lidingö;0186;Stockholms län;01;Kommunal;411;17,0;85,9;4,9;9,2;
